time,users_count,finish_users_count 
0,88,0 
10,184,0 
20,274,0 
30,377,0 
40,483,0 
50,587,76 
60,692,237 
70,775,314 
80,869,405 
90,973,520 
100,1081,648 
110,1185,748 
120,1284,797 
130,1390,834 
140,1507,855 
150,1598,874 
160,1692,889 
170,1772,901 
180,1895,913 
190,1992,933 
200,1999,977 
210,1999,1048 
220,1999,1125 
230,1999,1239 
240,1999,1356 
250,1999,1446 
260,1999,1509 
270,1999,1555 
280,1999,1609 
290,1999,1656 
300,1999,1712 
310,1999,1760 
320,1999,1806 
330,1999,1844 
340,1999,1877 
350,1999,1908 
360,1999,1936 
370,1999,1965 
380,1999,1981 
390,1999,1987 
400,1999,1994 
410,1999,1996 
420,1999,1998 
430,1999,1998 
440,1999,1998 
450,2079,1999 
460,2272,2013 
470,2485,2072 
480,2708,2159 
490,2915,2180 
500,3128,2195 
510,3325,2208 
520,3537,2231 
530,3727,2272 
540,3916,2346 
550,4124,2514 
560,4338,2746 
570,4543,2948 
580,4739,3150 
590,4920,3347 
600,5115,3588 
610,5307,3804 
620,5519,4057 
630,5724,4307 
640,5950,4542 
650,5999,4763 
660,5999,4962 
670,5999,5124 
680,5999,5288 
690,5999,5416 
700,5999,5490 
710,5999,5536 
720,5999,5590 
730,5999,5628 
740,5999,5662 
750,5999,5698 
760,5999,5734 
770,5999,5770 
780,5999,5809 
790,5999,5854 
800,5999,5915 
810,5999,5976 
820,5999,5994 
830,5999,5998 
840,6143,5999 
850,6558,6021 
860,6951,6126 
870,7342,6231 
880,7737,6327 
890,8146,6425 
900,8553,6502 
910,8921,6595 
920,9305,6680 
930,9698,6771 
940,10117,6890 
950,10507,6998 
960,10917,7106 
970,11310,7240 
