time,session 
50,31980.791 
60,5745.341 
70,5233.366 
80,5233.366 
90,5233.366 
100,4524.297 
110,4524.297 
120,4524.297 
130,4524.297 
140,4524.297 
150,4524.297 
160,4524.297 
170,4524.297 
180,4524.297 
190,4524.297 
200,4524.297 
210,4524.297 
220,4524.297 
230,4524.297 
240,4524.297 
250,4524.297 
260,4524.297 
270,4524.297 
280,4524.297 
290,4524.297 
300,4524.297 
310,4524.297 
320,4524.297 
330,4524.297 
340,4524.297 
350,4524.297 
360,4524.297 
370,4524.297 
380,4524.297 
390,4524.297 
400,4524.297 
410,4524.297 
420,4524.297 
430,4524.297 
440,4524.297 
450,4524.297 
460,4524.297 
470,4524.297 
480,4524.297 
490,4524.297 
500,4524.297 
510,4524.297 
520,4524.297 
530,4524.297 
540,4524.297 
550,4524.297 
560,4524.297 
570,4524.297 
580,4524.297 
590,4524.297 
600,4524.297 
610,4524.297 
620,4524.297 
630,4524.297 
640,4524.297 
650,4524.297 
660,4524.297 
670,4524.297 
680,4524.297 
690,4524.297 
700,4524.297 
710,4524.297 
720,4524.297 
730,4524.297 
740,4524.297 
750,4524.297 
760,4524.297 
770,4524.297 
780,4524.297 
790,4524.297 
800,4524.297 
810,4524.297 
820,4524.297 
830,4524.297 
840,4524.297 
850,4112.721 
860,4112.721 
870,4112.721 
880,4112.721 
890,4112.721 
900,4112.721 
910,4112.721 
920,4112.721 
930,4112.721 
940,4112.721 
950,4112.721 
960,4112.721 
970,4112.721 
