time,size_sent,size_rcv 
0,40.05,364.25078125 
10,154.14765625,1292.58125 
20,280.8671875,2622.55703125 
30,502.0421875,5534.21484375 
40,987.571875,10663.59140625 
50,1824.459375,19410.49765625 
60,2269.67265625,24325.0984375 
70,2060.21015625,20851.22265625 
80,2188.58203125,21142.009375 
90,2202.72421875,20824.04609375 
100,2168.8671875,20160.47109375 
110,1622.3765625,14160.7671875 
120,906.1734375,8285.31875 
130,685.1375,6608.3671875 
140,650.05703125,6119.72265625 
150,622.61875,5802.72109375 
160,577.61328125,5327.1515625 
170,625.278125,5235.52890625 
180,726.05703125,5275.21953125 
190,1080.3,5365.596875 
200,1497.63828125,5411.303125 
210,1687.23125,4900.06796875 
220,1659.88203125,4726.76875 
230,1535.58828125,4204.49453125 
240,1302.4890625,3720.121875 
250,1026.57734375,3032.253125 
260,921.07890625,2706.29140625 
270,902.978125,2345.3359375 
280,794.77578125,2106.359375 
290,703.95390625,1717.37421875 
300,618.62109375,1557.278125 
310,470.8125,1393.1125 
320,314.6828125,1152.59140625 
330,222.221875,1109.596875 
340,149.003125,1094.1046875 
350,128.43671875,956.36875 
360,101.9296875,822.6453125 
370,70.4671875,745.49453125 
380,38.078125,338.87265625 
390,20.884375,165.42265625 
400,20.16328125,202.76171875 
410,11.2015625,88.253125 
420,6.0171875,59.44765625 
430,0.80625,5.79140625 
440,2.3125,12.34140625 
450,107.159375,1208.0765625 
460,934.49765625,10239.55546875 
470,1747.915625,18616.58203125 
480,2152.87109375,21999.1703125 
490,1215.95390625,11212.41953125 
500,783.9015625,7288.5046875 
510,753.03125,6571.44921875 
520,1120.45546875,6597.31171875 
530,2109.56171875,6234.5921875 
540,2885.0671875,6708.08671875 
550,3764.803125,7014.7140625 
560,3739.0484375,6900.915625 
570,3650.7671875,6596.1359375 
580,3832.84453125,6535.82109375 
590,3942.6109375,6317.22890625 
600,3870.653125,6427.55234375 
610,3828.04375,6192.73359375 
620,3678.88359375,6177.13984375 
630,3382.5984375,5826.021875 
640,3325.75703125,5623.68828125 
650,3142.4359375,5777.57109375 
660,2723.3765625,4853.78125 
670,2412.51953125,4105.5046875 
680,1987.46328125,3482.81484375 
690,1535.5328125,2899.65234375 
700,1049.27265625,2524.37421875 
710,771.59765625,2429.13046875 
720,577.125,2374.03125 
730,402.2671875,2533.83359375 
740,321.5296875,2196.64296875 
750,315.796875,2370.06484375 
760,290.384375,2161.5265625 
770,305.06640625,2199.31796875 
780,273.7484375,2207.07734375 
790,307.09609375,2345.69453125 
800,276.81328125,2322.7921875 
810,202.61640625,1753.25234375 
820,82.17890625,623.89921875 
830,15.45390625,114.6171875 
840,165.1125,1910.63828125 
850,1787.19140625,19608.4390625 
860,3048.390625,31361.390625 
870,3332.8859375,34564.8359375 
880,3474.64375,35056.7140625 
890,3335.7921875,33758.8328125 
900,3418.8953125,34257.35625 
910,3448.590625,34829.78125 
920,3617.2953125,35478.15078125 
930,3705.25703125,35991.5953125 
940,3766.85859375,36509.61328125 
950,3774.36484375,35883.38046875 
960,3790.3671875,36003.19609375 
970,3767.43125,35559.54296875 
