time,size_sent,size_rcv 
0,40.05,364.25078125 
10,194.19765625,1656.83203125 
20,475.06484375,4279.3890625 
30,977.10703125,9813.60390625 
40,1964.67890625,20477.1953125 
50,3789.13828125,39887.69296875 
60,6058.8109375,64212.79140625 
70,8119.02109375,85064.0140625 
80,10307.603125,106206.0234375 
90,12510.32734375,127030.06953125 
100,14679.19453125,147190.540625 
110,16301.57109375,161351.3078125 
120,17207.74453125,169636.6265625 
130,17892.88203125,176244.99375 
140,18542.9390625,182364.71640625 
150,19165.5578125,188167.4375 
160,19743.17109375,193494.5890625 
170,20368.44921875,198730.11796875 
180,21094.50625,204005.3375 
190,22174.80625,209370.934375 
200,23672.44453125,214782.2375 
210,25359.67578125,219682.30546875 
220,27019.5578125,224409.07421875 
230,28555.14609375,228613.56875 
240,29857.63515625,232333.690625 
250,30884.2125,235365.94375 
260,31805.29140625,238072.23515625 
270,32708.26953125,240417.57109375 
280,33503.0453125,242523.93046875 
290,34206.99921875,244241.3046875 
300,34825.6203125,245798.5828125 
310,35296.4328125,247191.6953125 
320,35611.115625,248344.28671875 
330,35833.3375,249453.88359375 
340,35982.340625,250547.98828125 
350,36110.77734375,251504.35703125 
360,36212.70703125,252327.00234375 
370,36283.17421875,253072.496875 
380,36321.25234375,253411.36953125 
390,36342.13671875,253576.7921875 
400,36362.3,253779.55390625 
410,36373.5015625,253867.80703125 
420,36379.51875,253927.2546875 
430,36380.325,253933.04609375 
440,36382.6375,253945.3875 
450,36489.796875,255153.4640625 
460,37424.29453125,265393.01953125 
470,39172.21015625,284009.6015625 
480,41325.08125,306008.771875 
490,42541.03515625,317221.19140625 
500,43324.93671875,324509.69609375 
510,44077.96796875,331081.1453125 
520,45198.4234375,337678.45703125 
530,47307.98515625,343913.04921875 
540,50193.05234375,350621.1359375 
550,53957.85546875,357635.85 
560,57696.90390625,364536.765625 
570,61347.67109375,371132.9015625 
580,65180.515625,377668.72265625 
590,69123.1265625,383985.9515625 
600,72993.7796875,390413.50390625 
610,76821.8234375,396606.2375 
620,80500.70703125,402783.37734375 
630,83883.30546875,408609.39921875 
640,87209.0625,414233.0875 
650,90351.4984375,420010.65859375 
660,93074.875,424864.43984375 
670,95487.39453125,428969.94453125 
680,97474.8578125,432452.759375 
690,99010.390625,435352.41171875 
700,100059.66328125,437876.7859375 
710,100831.2609375,440305.91640625 
720,101408.3859375,442679.94765625 
730,101810.653125,445213.78125 
740,102132.1828125,447410.42421875 
750,102447.9796875,449780.4890625 
760,102738.3640625,451942.015625 
770,103043.43046875,454141.33359375 
780,103317.17890625,456348.4109375 
790,103624.275,458694.10546875 
800,103901.08828125,461016.89765625 
810,104103.7046875,462770.15 
820,104185.88359375,463394.04921875 
830,104201.3375,463508.66640625 
840,104366.45,465419.3046875 
850,106153.64140625,485027.74375 
860,109202.03203125,516389.134375 
870,112534.91796875,550953.9703125 
880,116009.56171875,586010.684375 
890,119345.35390625,619769.5171875 
900,122764.24921875,654026.8734375 
910,126212.83984375,688856.6546875 
920,129830.13515625,724334.80546875 
930,133535.3921875,760326.40078125 
940,137302.25078125,796836.0140625 
950,141076.615625,832719.39453125 
960,144866.9828125,868722.590625 
970,148634.4140625,904282.13359375 
