time,connect,request 
0,0.93,11.067 
10,0.93,8.586 
20,0.93,4.221 
30,0.815,3.042 
40,0.695,2.755 
50,0.515,2.746 
60,0.515,2.485 
70,0.515,2.326 
80,0.515,2.326 
90,0.515,2.151 
100,0.515,2.151 
110,0.515,2.151 
120,0.471,2.151 
130,0.471,2.151 
140,0.471,2.151 
150,0.471,2.151 
160,0.471,2.151 
170,0.471,2.151 
180,0.471,0.426 
190,0.471,0.407 
200,0.471,0.395 
210,0.471,0.384 
220,0.471,0.384 
230,0.471,0.384 
240,0.471,0.384 
250,0.471,0.384 
260,0.471,0.384 
270,0.471,0.384 
280,0.471,0.384 
290,0.471,0.384 
300,0.471,0.384 
310,0.471,0.384 
320,0.471,0.384 
330,0.471,0.384 
340,0.471,0.384 
350,0.471,0.384 
360,0.471,0.384 
370,0.471,0.384 
380,0.471,0.384 
390,0.471,0.384 
400,0.471,0.384 
410,0.471,0.384 
420,0.471,0.384 
430,0.471,0.384 
440,0.471,0.384 
450,0.471,0.384 
460,0.471,0.384 
470,0.471,0.384 
480,0.471,0.384 
490,0.47,0.384 
500,0.47,0.384 
510,0.47,0.384 
520,0.47,0.384 
530,0.47,0.384 
540,0.47,0.37 
550,0.47,0.37 
560,0.47,0.37 
570,0.47,0.37 
580,0.467,0.368 
590,0.467,0.366 
600,0.467,0.364 
610,0.467,0.364 
620,0.467,0.364 
630,0.467,0.364 
640,0.467,0.364 
650,0.467,0.364 
660,0.467,0.364 
670,0.467,0.364 
680,0.467,0.364 
690,0.467,0.364 
700,0.467,0.364 
710,0.467,0.364 
720,0.467,0.364 
730,0.467,0.364 
740,0.467,0.364 
750,0.467,0.364 
760,0.467,0.364 
770,0.467,0.364 
780,0.467,0.364 
790,0.467,0.364 
800,0.467,0.364 
810,0.467,0.364 
820,0.467,0.364 
830,0.467,0.364 
840,0.467,0.364 
850,0.467,0.364 
860,0.461,0.364 
870,0.445,0.364 
880,0.445,0.364 
890,0.401,0.364 
900,0.401,0.364 
910,0.401,0.364 
920,0.401,0.364 
930,0.401,0.364 
940,0.401,0.364 
950,0.401,0.364 
960,0.401,0.364 
970,0.401,0.364 
