time,connect,request 
0,1.7856396396396401,58.81462334217511 
10,1.5880991735537184,47.2700287032292 
20,1.6368666666666662,43.404061580170406 
30,1.5289029126213594,42.00421017402937 
40,1.4713173076923074,41.56076798613112 
50,1.3480100000000002,43.25536982035916 
60,1.6353720930232565,42.555737463126675 
70,1.4196516853932584,41.82254737627439 
80,1.4458545454545457,43.872852646987056 
90,1.4128673469387756,44.60304155782476 
100,1.4147272727272733,43.315275711720886 
110,1.4051340206185574,42.74331295163969 
120,1.4950196078431375,43.17193004977739 
130,1.415537735849057,43.18733775510201 
140,1.45045871559633,43.17385599821935 
150,1.4312755102040808,43.15220429841903 
160,1.5269318181818172,43.35454261796035 
170,1.425909090909091,41.391519872424034 
180,1.5425641025641028,44.67189898501686 
190,1.3063809523809522,44.12377026390201 
200,0,38.24594289223198 
210,0,38.00220970695973 
220,0,41.2613493112949 
230,0,39.79683479789115 
240,0,42.52554480796586 
250,0,35.47919067796609 
260,0,41.701642105263176 
270,0,39.01908695652174 
280,1.4848378378378377,51.40028382838282 
290,1.3983030303030297,53.28334442361767 
300,1.1776073298429313,47.72492391304339 
310,1.2470534759358292,46.62394221864295 
320,1.266563535911603,47.684011063094374 
330,1.1685488372093034,51.00706444411377 
340,1.1671970443349757,52.38860577177684 
350,1.1550823529411756,49.1700839605502 
360,1.1599896373056995,51.17420929942642 
370,1.1904977375565604,55.36902474900765 
380,1.157718446601942,58.577584929757485 
390,1.194325358851674,53.92536354984528 
400,1.2626502463054186,59.130880778879565 
410,1.1187096774193552,55.30757544449771 
420,1.246890547263683,57.976494677076 
430,1.137134020618557,56.24415883115356 
440,1.2459615384615383,56.79803890860151 
450,1.2515300546448078,51.760627766069724 
460,1.2540659898477158,52.33384538914311 
470,1.2906769230769235,55.86177121864714 
480,1.2963153153153155,52.189139746416615 
490,0,42.368021157323696 
500,0,39.750552111300976 
510,0,41.478728423858726 
520,0,42.456972985561144 
530,0,39.52707048799366 
540,0,40.44996488294311 
550,0,39.419300000000014 
560,0,37.85603508771931 
570,0,42.447648648648645 
580,1.2314896142433218,57.037443434802384 
590,1.1530355329949242,68.82730202829394 
600,1.2276691542288556,160.24670876162554 
610,1.2371368159203975,419.2660496211193 
620,1.1564130982367773,714.9982593865025 
630,1.1768947368421065,916.4311994502459 
640,1.12979679144385,1128.13275952736 
650,1.191088942307692,1423.3818455842838 
660,1.2160673076923072,1671.2724983151218 
670,1.1613847926267271,1996.6808029712329 
680,1.1250048661800487,2273.374576919027 
690,1.1562595419847352,2490.4468354637393 
700,1.1729590163934422,2734.3851922031845 
710,1.175522388059704,2965.2625826982476 
720,1.22573670886076,3177.2339585996815 
730,1.1623098236775815,3393.9389845381847 
740,1.2377664041994751,3638.192506724634 
750,1.1272732394366207,3862.032552305242 
760,1.1788687350835312,4007.1194856324673 
770,1.1994493827160482,4242.358780957105 
780,1.1751230769230772,4267.498954905173 
790,0,4203.886002641586 
800,0,3955.4822370643797 
810,0,3726.389673000943 
820,0,3431.7477039601117 
830,0,2962.1448462991543 
840,0,2558.5394435342264 
850,0,2381.137602273735 
860,0,2466.6728631525602 
870,0,2238.213176338803 
880,0,1628.049902998592 
890,0,976.9120325852806 
900,0,439.0697613881088 
910,0,118.56652500828233 
920,0,43.53374458755814 
930,0,39.31649361702126 
940,0,42.108718120805385 
950,0,45.822923076923075 
960,1.2088770718232056,265.82064957799275 
970,1.1266301369863005,1091.8981082953878 
980,1.1400277008310267,2059.3482812878588 
990,1.1856624649859946,2885.314436589151 
1000,1.2108426051560381,3607.5646837699646 
1010,1.1707084367245661,4382.985716051088 
1020,1.1737328042328063,4762.742781371451 
1030,1.1919312169312166,4941.675881426855 
1040,1.1298071253071258,3267.503401724279 
1050,1.0639749999999972,2346.2006953466826 
1060,1.0232047872340426,1888.123568354653 
1070,1.074641057934508,1598.2498053277504 
1080,1.0586839565741868,1501.1708745216608 
1090,1.00495088161209,1535.5785838865388 
1100,1.085282152230972,1526.506054223591 
1110,1.2027157360406104,1584.3754048025282 
1120,1.020553947368421,1527.7927453081713 
1130,1.0282121573301544,1527.3912863822331 
1140,1.061409030544488,1531.2267167765008 
1150,0.9901544401544422,1586.0825278839989 
1160,1.1345714285714292,1898.0925013311803 
1170,0,2454.4351590889282 
1180,0,3316.368609305316 
1190,0,4099.066043510334 
1200,0,4118.219364823919 
1210,0,3819.779385601709 
1220,0,3415.8786305767517 
1230,0,3247.927194707142 
1240,0,2890.040493649975 
1250,0,2488.200065371524 
1260,0,1897.1859145969063 
1270,0,902.8191498369308 
1280,0,193.17743615198168 
1290,0,41.361139253809824 
1300,0,39.077446320868624 
1310,0,41.152235862068984 
1320,0,34.48914655172415 
1330,0,37.608250000000005 
1340,1.147475562451513,759.8814258400934 
1350,1.120436000000003,2415.2017422700496 
1360,1.090001260239447,4229.428890124721 
1370,1.0830159999999969,4297.695085258698 
1380,0.9696432225063932,2060.6588057824533 
1390,0.948993781094527,1271.8725714619422 
1400,0.9290525045262527,916.9512441796965 
1410,1.6308206485771002,805.2249792465725 
1420,0.9501005917159752,781.6179791650535 
1430,2.152740428293314,762.2173602640834 
1440,2.321233590733587,748.1172408799181 
1450,2.2419768095572734,733.5328346447673 
1460,1.924745222929936,723.213139944431 
1470,1.453425781250001,718.0702757110971 
1480,1.1684293893129785,760.2067907977544 
1490,1.2094662020905935,782.7158821591993 
1500,1.3597851186658139,814.6872343013421 
1510,1.3717829070492848,813.5814103476848 
1520,1.3614791139240525,856.5846495867187 
1530,1.333430591259641,875.9141880058771 
1540,1.2657920000000005,1021.776768052553 
1550,0,1344.5366705356985 
1560,1.119,1871.604330903458 
1570,0,2454.2907440574236 
1580,0,3477.8013570562425 
1590,0,4347.9851280308385 
1600,0,4352.571612376739 
1610,0,4115.655030242307 
1620,0,3762.0025689349623 
1630,0,3294.9598830634704 
1640,0,2673.026830046114 
1650,0,1762.3282331493192 
1660,0,951.8142268569579 
1670,0,173.29200690673085 
1680,0,41.81483418782053 
1690,0,40.98607219878103 
1700,0,40.68386129032254 
1710,0,51.75348717948717 
1712,0,0 
