time,freemem@tsung_controller@ip-172-31-11-163 
0,380200.0546875 
10,380200.0546875 
20,380200.0546875 
30,380200.0546875 
40,380200.0546875 
50,380200.0546875 
60,380200.0546875 
70,380200.0546875 
80,380200.0546875 
90,380200.0546875 
100,380200.0546875 
110,380200.0546875 
120,380200.0546875 
130,380200.0546875 
140,380200.0546875 
150,380200.0546875 
160,380200.0546875 
170,380200.0546875 
180,380200.0546875 
190,380200.0546875 
200,380200.0546875 
210,380200.0546875 
220,380200.0546875 
230,380200.0546875 
240,380200.0546875 
250,380200.0546875 
260,380200.0546875 
270,380200.0546875 
280,380200.0546875 
290,380200.0546875 
300,380200.0546875 
310,380200.0546875 
320,380200.0546875 
330,380200.0546875 
340,380200.0546875 
350,380200.0546875 
360,380200.0546875 
370,380200.0546875 
380,380200.0546875 
390,380200.0546875 
400,380200.0546875 
410,380200.0546875 
420,380200.0546875 
430,380200.0546875 
440,380200.0546875 
450,380200.0546875 
460,380200.0546875 
470,380200.0546875 
480,380200.0546875 
490,380200.0546875 
500,380200.0546875 
510,380200.0546875 
520,380200.0546875 
530,380200.0546875 
540,380200.0546875 
550,380200.0546875 
560,380200.0546875 
570,380200.0546875 
580,380200.0546875 
590,380200.0546875 
600,380200.0546875 
610,380200.0546875 
620,380200.0546875 
630,380200.0546875 
640,380200.0546875 
650,380200.0546875 
660,380200.0546875 
670,380200.0546875 
680,380200.0546875 
690,380200.0546875 
700,380200.0546875 
710,380200.0546875 
720,380200.0546875 
730,380200.0546875 
740,380200.0546875 
750,380200.0546875 
760,380200.0546875 
770,380200.0546875 
780,380200.0546875 
790,380200.0546875 
800,380200.0546875 
810,380200.0546875 
820,380200.0546875 
830,380200.0546875 
840,380200.0546875 
850,380200.0546875 
860,380200.0546875 
870,380200.0546875 
880,380200.0546875 
890,380200.0546875 
900,380200.0546875 
910,380200.0546875 
920,380200.0546875 
930,380200.0546875 
940,380200.0546875 
950,380200.0546875 
960,380200.0546875 
970,380200.0546875 
980,380200.0546875 
990,380200.0546875 
1000,380200.0546875 
1010,380200.0546875 
1020,380200.0546875 
1030,380200.0546875 
1040,380200.0546875 
1050,380200.0546875 
1060,380200.0546875 
1070,380200.0546875 
1080,380200.0546875 
1090,380200.0546875 
1100,380200.0546875 
1110,380200.0546875 
1120,380200.0546875 
1130,380200.0546875 
1140,380200.0546875 
1150,380200.0546875 
1160,380200.0546875 
1170,380200.0546875 
1180,380200.0546875 
1190,380200.0546875 
1200,380200.0546875 
1210,380200.0546875 
1220,380200.0546875 
1230,380200.0546875 
1240,380200.0546875 
1250,380200.0546875 
1260,380200.0546875 
1270,380200.0546875 
1280,380200.0546875 
1290,380200.0546875 
1300,380200.0546875 
1310,380200.0546875 
1320,380200.0546875 
1330,380200.0546875 
1340,380200.0546875 
1350,380200.0546875 
1360,380200.0546875 
1370,380200.0546875 
1380,380200.0546875 
1390,380200.0546875 
1400,380200.0546875 
1410,380200.0546875 
1420,380200.0546875 
1430,380200.0546875 
1440,380200.0546875 
1450,380200.0546875 
1460,380200.0546875 
1470,380200.0546875 
1480,380200.0546875 
1490,380200.0546875 
1500,380200.0546875 
1510,380200.0546875 
1520,380200.0546875 
1530,380200.0546875 
1540,380200.0546875 
1550,380200.0546875 
1560,380200.0546875 
1570,380200.0546875 
1580,380200.0546875 
1590,380200.0546875 
1600,380200.0546875 
1610,380200.0546875 
1620,380200.0546875 
1630,380200.0546875 
1640,380200.0546875 
1650,380200.0546875 
1660,380200.0546875 
1670,380200.0546875 
1680,380200.0546875 
1690,380200.0546875 
1700,380200.0546875 
1710,380200.0546875 
