time,connect,request 
0,11.1,75.4 
10,12.1,195.1 
20,9,258.2 
30,10.3,298.8 
40,10.4,346.1 
50,10,417.5 
60,8.6,406.8 
70,8.9,402.1 
80,11,409.9 
90,9.8,421.1 
100,9.9,389.9 
110,9.7,359.8 
120,10.2,381.7 
130,10.6,392 
140,10.9,449.3 
150,9.8,404.8 
160,8.8,394.2 
170,8.8,407.6 
180,11.7,413.8 
190,8.4,424.4 
200,0,325.7 
210,0,218.4 
220,0,181.5 
230,0,113.8 
240,0,70.3 
250,0,23.6 
260,0,9.5 
270,0,2.3 
280,7.4,30.3 
290,19.8,213.4 
300,19.1,386.4 
310,18.7,496.7 
320,18.1,578.5 
330,21.5,671.9 
340,20.3,755.4 
350,17,770.6 
360,19.3,802.2 
370,22.1,856.6 
380,20.6,861.3 
390,20.9,840.6 
400,20.3,837.1 
410,18.6,832.4 
420,20.1,845.4 
430,19.4,848.7 
440,18.2,817.3 
450,18.3,759.2 
460,19.7,764.5 
470,19.5,789.4 
480,11.1,725.6 
490,0,553 
500,0,409.7 
510,0,300.1 
520,0,214.7 
530,0,129.1 
540,0,59.8 
550,0,16 
560,0,5.7 
570,0,3.7 
580,33.7,220.1 
590,39.4,586.7 
600,40.2,817.2 
610,40.2,818.2 
620,39.7,815 
630,41.8,909.5 
640,37.4,939.4 
650,41.6,931.9 
660,41.6,979.3 
670,43.4,949.1 
680,41.1,949.7 
690,39.3,977.9 
700,36.6,956.8 
710,40.2,971 
720,39.5,985.5 
730,39.7,976.6 
740,38.1,988.9 
750,35.5,943.5 
760,41.9,1012.7 
770,40.5,1013.5 
780,6.5,1048.9 
790,0,1022.1 
800,0,1030.1 
810,0,1063 
820,0,1083.3 
830,0,1164.6 
840,0,1196.3 
850,0,1117.1 
860,0,986.5 
870,0,937.4 
880,0,993.8 
890,0,1114 
900,0,1207.4 
910,0,905.7 
920,0,364.9 
930,0,70.5 
940,0,14.9 
950,0,2.6 
960,72.4,319.9 
970,80.3,505.1 
980,72.2,577.7 
990,71.4,645 
1000,73.7,645.1 
1010,80.6,720.2 
1020,75.6,797.7 
1030,75.6,908.3 
1040,81.4,1496.3 
1050,76,2149 
1060,75.2,2695.5 
1070,79.4,3243.4 
1080,82.9,3475.5 
1090,79.4,3419.5 
1100,76.2,3491.1 
1110,78.8,3460.7 
1120,76,3564.7 
1130,83.9,3593.1 
1140,75.3,3642 
1150,77.7,3503.8 
1160,9.1,2967.3 
1170,0,2296.2 
1180,0,1704.4 
1190,0,1356 
1200,0,1286.1 
1210,0,1294.6 
1220,0,1270.9 
1230,0,1205.4 
1240,0,1149.6 
1250,0,1086.1 
1260,0,1211.9 
1270,0,1563.7 
1280,0,1692.3 
1290,0,951.5 
1300,0,331.6 
1310,0,72.5 
1320,0,11.6 
1330,0,1.2 
1340,128.9,345.2 
1350,150,511 
1360,158.7,593.4 
1370,162.5,921.9 
1380,156.4,2338.1 
1390,160.8,3851 
1400,165.7,5498 
1410,151.1,6283.3 
1420,152.1,6397.9 
1430,154.1,6513 
1440,155.4,6759.8 
1450,142.3,7078.7 
1460,141.3,7092.1 
1470,153.6,6989.2 
1480,157.2,6761.4 
1490,143.5,6163.4 
1500,155.9,6322.2 
1510,160.3,6293.2 
1520,158,6133.9 
1530,155.6,6066.3 
1540,25,5327.5 
1550,0,4075.1 
1560,0.1,2963.1 
1570,0,2187.6 
1580,0,1566.7 
1590,0,1220.8 
1600,0,1176.4 
1610,0,1147.4 
1620,0,1128.6 
1630,0,1167.3 
1640,0,1257.4 
1650,0,1467.3 
1660,0,1814.8 
1670,0,1896.7 
1680,0,799.7 
1690,0,213.3 
1700,0,31 
1710,0,3.9 
1712,0,0 
