time,size_sent,size_rcv 
0,293.4546875,3250.88125 
10,811.3359375,8793.38203125 
20,1105.5171875,11763.3109375 
30,1278.35625,13373.0890625 
40,1494.20234375,15348.85859375 
50,1820.721875,18194.9078125 
60,1786.84375,17340.8671875 
70,1768.6328125,17033.84296875 
80,1798.88359375,17440.3953125 
90,1856.415625,17903.3296875 
100,1712.775,16605.42890625 
110,1578.42890625,15443.58046875 
120,1661.93828125,16556.4390625 
130,1712.68359375,16938.06328125 
140,1969.10234375,19268.48515625 
150,1770.07578125,17341.92265625 
160,1736.8359375,16804.54453125 
170,1792.6234375,17409.07109375 
180,1805.515625,17609.8328125 
190,1869.7015625,18166.6546875 
200,1466.23046875,13715.38984375 
210,992.27578125,8945.8125 
220,823.05546875,7026.484375 
230,531.0109375,4125.07578125 
240,337.50859375,2533.7921875 
250,112.71015625,838.05234375 
260,46.1796875,336.64921875 
270,11.45234375,89.56875 
280,109.46171875,1197.94765625 
290,865.48203125,9641.78671875 
300,1630.3296875,17444.16328125 
310,2130.43984375,22298.61953125 
320,2488.890625,25947.275 
330,2890.9046875,29464.61953125 
340,3291.32578125,32647.1328125 
350,3377.5171875,33168.01875 
360,3501.6828125,34374.62265625 
370,3755.0171875,36102.60546875 
380,3782.3796875,36791.246875 
390,3696.04921875,35659.8265625 
400,3668.28359375,36073.88984375 
410,3657.7796875,35333.58828125 
420,3718.0296875,36045.85390625 
430,3729.41015625,36046.89375 
440,3600.18828125,34807.2609375 
450,3335.8234375,32180.3015625 
460,3349.3171875,32614.7828125 
470,3457.7546875,33675.1390625 
480,3208.2828125,31176.79375 
490,2483.9984375,23342.9296875 
500,1858.66015625,16483.7390625 
510,1369.75078125,11764.83203125 
520,992.59140625,7973.834375 
530,615.40390625,4540.603125 
540,286.4859375,2205.4265625 
550,78.73671875,579.6859375 
560,27.3,199.39765625 
570,18.44765625,135.06484375 
580,851.25390625,9530.2890625 
590,2448.80234375,26306.5234375 
600,3524.42421875,36599.03046875 
610,3602.15703125,36240.6828125 
620,3543.00390625,36425.07421875 
630,3975.99140625,39994.98828125 
640,4115.75390625,41396.34453125 
650,4123.54140625,40588.52109375 
660,4303.884375,42093.45390625 
670,4189.1984375,40903.6015625 
680,4164.825,41263.7578125 
690,4280.30703125,41919.7484375 
700,4233.434375,41206.73203125 
710,4254.3,41728.15546875 
720,4316.046875,41722.2515625 
730,4311.9734375,41619.26796875 
740,4377.5546875,41289.0078125 
750,4107.1265625,39159.23671875 
760,4470.51015625,41618.59140625 
770,4441.78359375,41500.5765625 
780,4541.5390625,41982.9625 
790,4456.6625,41501.82578125 
800,4537.12109375,42835.3453125 
810,4630.38046875,44829.17265625 
820,4742.415625,44960.46171875 
830,5121.384375,47108.096875 
840,5235.0078125,47698.5046875 
850,4916.77890625,45621.7765625 
860,4283.1453125,41087.43671875 
870,3992.97578125,39370.33515625 
880,4278.725,40206.475 
890,4895.778125,41734.57421875 
900,5421.65234375,42855.84921875 
910,4248.309375,31643.41875 
920,1796.090625,13180.87109375 
930,348.46796875,2632.140625 
940,74.81953125,550.36328125 
950,12.69609375,101.93203125 
960,1280.3609375,12846.8703125 
970,2220.340625,21781.67109375 
980,2580.1640625,25039.94609375 
990,2831.91796875,27852.43046875 
1000,2845.2828125,27527.13125 
1010,3173.2453125,29398.77734375 
1020,3530.78515625,30886.065625 
1030,3878.75546875,32748.58046875 
1040,5970.26484375,34603.52734375 
1050,8640.253125,36243.4796875 
1060,10927.26796875,38276.446875 
1070,13290.9390625,39995.215625 
1080,14234.00859375,40143.40546875 
1090,14113.03828125,39720.115625 
1100,14489.03828125,39609.3625 
1110,14388.36796875,39372.94140625 
1120,14912.6453125,40050.215625 
1130,15024.309375,40088.69296875 
1140,15329.00390625,41663.43984375 
1150,14908.315625,42153.0171875 
1160,13288.253125,41229.13515625 
1170,10579.32578125,40974.09765625 
1180,7864.34296875,40874.55234375 
1190,6227.1,41945.09296875 
1200,5782.0765625,43300.3359375 
1210,5732.73359375,45178.54140625 
1220,5660.578125,46043.5171875 
1230,5262.3765625,45482.9703125 
1240,5021.69453125,44207.6515625 
1250,4704.7953125,43056.440625 
1260,5192.26796875,47748.4984375 
1270,6810.2375,58854.01953125 
1280,7629.2125,61053.85546875 
1290,4593.07734375,32911.3203125 
1300,1625.82578125,11949.54453125 
1310,358.3734375,2736.24609375 
1320,56.61640625,432.178125 
1330,6.01796875,51.0921875 
1340,1451.071875,12830.52109375 
1350,2289.7640625,20418.003125 
1360,2633.06328125,22836.14296875 
1370,3576.2453125,26053.5859375 
1380,8359.85234375,31971.9234375 
1390,13951.63828125,35874.6640625 
1400,20355.1328125,41492.03046875 
1410,23637.45,44228.24375 
1420,24205.35,43870.90859375 
1430,24591.25703125,43052.4703125 
1440,25700.45,43921.7671875 
1450,27285.7109375,45253.96640625 
1460,27930.4140625,45994.72578125 
1470,27571.3828125,45759.103125 
1480,26630.921875,45125.415625 
1490,24230.65703125,42037.5140625 
1500,24809.1890625,43888.85078125 
1510,24687.08515625,43560.059375 
1520,24140.2140625,43794.190625 
1530,23910.26953125,43947.54140625 
1540,22360.9484375,42746.6703125 
1550,18205.3796875,41302.8125 
1560,13627.075,39851.21171875 
1570,10139.40703125,39584.34453125 
1580,7219.10703125,38923.58984375 
1590,5554.15546875,38804.7453125 
1600,5223.81875,39500.1671875 
1610,5026.225,40654.23671875 
1620,4980.1625,41587.996875 
1630,5117.25,44070.53515625 
1640,5452.0921875,47608.73671875 
1650,6484.7109375,54550.99609375 
1660,7952.08203125,65123.38984375 
1670,8665.23203125,67420.775 
1680,3902.425,28526.14375 
1690,1056.896875,7853.28046875 
1700,153.47734375,1206.31953125 
1710,19.2171875,140.7984375 
1712,0,0 
