time,load@tsung_controller@ip-172-31-11-163 
0,0.0703125 
10,0.05859375 
20,0.12890625 
30,0.1796875 
40,0.1484375 
50,0.12890625 
60,0.26953125 
70,0.30078125 
80,0.25 
90,0.2109375 
100,0.33984375 
110,0.359375 
120,0.30078125 
130,0.328125 
140,0.28125 
150,0.23828125 
160,0.28125 
170,0.30859375 
180,0.33984375 
190,0.359375 
200,0.4609375 
210,0.390625 
220,0.328125 
230,0.26953125 
240,0.23046875 
250,0.26953125 
260,0.23046875 
270,0.19140625 
280,0.16015625 
290,0.140625 
300,0.26953125 
310,0.23046875 
320,0.19140625 
330,0.16015625 
340,0.140625 
350,0.19921875 
360,0.30859375 
370,0.26171875 
380,0.44921875 
390,0.5390625 
400,0.6015625 
410,0.58984375 
420,0.66015625 
430,0.7109375 
440,0.6015625 
450,0.66015625 
460,0.55859375 
470,0.69921875 
480,0.73828125 
490,0.7890625 
500,0.8984375 
510,0.76171875 
520,0.94921875 
530,0.80078125 
540,0.6796875 
550,0.5703125 
560,0.48046875 
570,0.41015625 
580,0.3515625 
590,0.2890625 
600,0.25 
610,0.2109375 
620,0.1796875 
630,0.1484375 
640,0.26953125 
650,0.46875 
660,0.46875 
670,0.55859375 
680,0.69921875 
690,0.8984375 
700,0.8515625 
710,0.859375 
720,0.73046875 
730,0.62109375 
740,0.51953125 
750,0.51953125 
760,0.578125 
770,0.48828125 
780,0.55859375 
790,0.7109375 
800,0.6796875 
810,0.71875 
820,1.0703125 
830,0.91015625 
840,0.76953125 
850,0.87890625 
860,0.73828125 
870,0.62890625 
880,0.53125 
890,0.44921875 
900,0.671875 
910,0.71875 
920,0.6796875 
930,0.578125 
940,0.48828125 
950,0.41015625 
960,0.3515625 
970,0.2890625 
980,0.25 
990,0.28125 
1000,0.390625 
1010,0.46875 
1020,0.69921875 
1030,0.6796875 
1040,0.71875 
1050,0.609375 
1060,0.828125 
1070,1.01171875 
1080,1.3203125 
1090,1.26953125 
1100,1.37890625 
1110,1.62890625 
1120,1.6015625 
1130,1.66015625 
1140,1.94140625 
1150,1.640625 
1160,1.8515625 
1170,1.7109375 
1180,1.83984375 
1190,1.80078125 
1200,1.671875 
1210,1.41015625 
1220,1.3515625 
1230,1.23046875 
1240,1.0390625 
1250,1.0390625 
1260,0.94921875 
1270,1.109375 
1280,1.01953125 
1290,1.08984375 
1300,1.1484375 
1310,1.19921875 
1320,1.08984375 
1330,0.921875 
1340,0.78125 
1350,0.73046875 
1360,0.78125 
1370,0.66015625 
1380,0.69921875 
1390,1.05078125 
1400,1.359375 
1410,1.37890625 
1420,1.78125 
1430,2.12109375 
1440,2.33984375 
1450,2.671875 
1460,2.859375 
1470,3.109375 
1480,3.3984375 
1490,3.33984375 
1500,3.140625 
1510,3.26953125 
1520,3.01171875 
1530,3.16015625 
1540,3.12890625 
1550,2.9609375 
1560,2.890625 
1570,2.58984375 
1580,2.51171875 
1590,2.3515625 
1600,1.98828125 
1610,1.75 
1620,1.48046875 
1630,1.5 
1640,1.26953125 
1650,1.0703125 
1660,1.05859375 
1670,0.96875 
1680,1.05078125 
1690,1.03125 
1700,0.9609375 
1710,0.80859375 
