time,tr_book_rate_service,tr_create_service,page,tr_manage_appointments,tr_realistic_flow,tr_book_service,tr_browse 
30,0.1,4.2,127.1,4,9,1,2.3 
40,1.1,4.5,155.2,4.9,9.8,2.9,4.3 
50,2.7,5.3,174.6,7.4,9,4.3,4.9 
60,4,4.9,182.2,8.4,10.6,4.6,4.2 
70,4.9,4.6,183.5,8.3,8.7,5.2,4.7 
80,4.8,5.3,189.3,10.5,8.7,4.3,5.1 
90,4.2,4.1,196.6,8.3,10.6,5.6,4.9 
100,4.9,5.2,192.5,10,9.6,4.4,5.1 
110,5.2,3.9,182.9,8.2,8.8,5,4.9 
120,4,4.6,187.5,10.6,9,4.7,4.6 
130,5.7,6.8,204,10,12.1,4.1,3.3 
140,4.1,5.7,189.2,10.9,9.5,4.1,5.6 
150,3.8,3.5,182.5,8.4,9.1,5.5,4.4 
160,5.1,6.3,195.5,10.8,10.7,4.5,4.5 
170,5.8,4.9,198.7,10.4,8.8,5.2,4.8 
180,4.2,5.3,204.9,10,11.3,5.4,6.4 
190,6.2,4.7,196.4,10.3,8.6,4.9,4.4 
200,3.5,3.6,156.4,8.6,7.9,3.9,4 
210,4.8,3.2,127,8.1,5.9,4.4,4.4 
220,4.7,0.7,101.1,5.2,3.3,5.4,4.4 
230,4.5,0.2,76.1,5.2,0.8,4.1,3.8 
240,4,0,44,4,0.2,2,1.1 
250,2.7,0,24.3,3.2,0,0.9,0.2 
260,1.2,0,10.1,2.3,0,0.2,0 
270,0.4,0,2.5,0.5,0,0,0 
280,0.1,0,0.7,0.1,0,0,0 
290,0,0.2,50.3,0.2,2.4,0,0 
300,0,5.4,141.9,4.3,10.4,0,0 
310,0,9.8,193.8,8.6,13.9,0.3,1.1 
320,0.2,9.6,252.8,10.2,19.4,1.9,3.7 
330,2.2,10.7,304.5,11.7,19.2,5.7,8.2 
340,5,9.8,340.5,13.2,18.9,8.5,8.6 
350,7.9,9.4,368.1,16.4,18,8.9,9.7 
360,8.4,9.3,374.6,17.3,19,9.8,10.1 
370,10,9.6,383.5,19,20.4,9.1,8.9 
380,8.2,9.1,376.9,18.6,18.9,9.2,10.1 
390,11,10.1,404.9,18.9,19.8,10.8,9.4 
400,9.9,11.6,398.6,21.1,20.5,8.9,8.1 
410,9.9,9.5,388.6,21.9,19.5,8.9,10.7 
420,8.2,9.1,388.8,17.1,18.7,10.1,10.8 
430,10.4,9.8,416.6,18,21.9,11.6,9.7 
440,11.1,12.1,419.8,22.4,20.9,9,10.1 
450,10.2,8.9,408.9,21.1,20.2,10,10.4 
460,8.9,9.8,387.9,17.7,19.4,11,11.6 
470,10.4,8.9,408.7,20.5,18.3,11.8,9.6 
480,11.8,9.7,417.1,20,21.8,9.8,9.9 
490,10.2,9.8,332.3,20.9,17.3,7.6,9 
500,8.9,5.6,253.6,16.5,9.4,9.4,10.3 
510,9,1.1,199.2,10.9,6.2,11.4,9 
520,9.9,0.2,148.5,10,2.2,8,5.6 
530,8.9,0.1,94,10,0.2,4.1,2.5 
540,4.3,0,42.6,6.7,0,1.6,0.5 
550,1.7,0,12.3,1.9,0,0.2,0 
560,1,0,6.7,1.5,0,0,0 
570,0,0,27.6,0.3,0.6,0,0 
580,0,5.1,195.9,2.8,14.9,0,0 
590,0,15.1,341.7,13.3,23.2,0,0.4 
600,0.1,20.2,453.2,17.8,33,1.9,4.6 
610,1.7,17,500.2,17.5,33.4,6.2,10.4 
620,5.1,14.1,539.3,17.1,33.6,10.8,11.7 
630,8.3,14,555.4,19.3,31.8,9.8,15.2 
640,9.4,14.4,565.5,18.8,30.8,13.8,15 
650,9.8,14,569.1,21.4,30.8,13.7,14 
660,12.6,15.2,587.8,22.6,32.4,12.2,12.3 
670,11.5,15,571.4,24.5,31.4,11.7,13.3 
680,10,14.3,568.4,24,30.8,11.6,13.5 
690,10.7,13.5,569.9,23.1,31.2,9.8,13.8 
700,10.7,14.6,568.7,23.7,30.9,14.4,13.3 
710,10.4,16.4,573.4,21.4,32,12.7,14.3 
720,11.3,12.7,565.8,25.1,29.5,12,13.4 
730,11,14.4,554,23.4,32.6,12.1,13 
740,9.8,12.9,527.5,21.7,27.5,10.6,12.9 
750,10.8,16.4,552.1,19.4,30.5,10.7,12.2 
760,10,13.5,557.1,22.5,28.8,12.8,13.5 
770,9.2,14,558.1,24.2,27.2,11.7,12.2 
780,11.7,17.4,582.6,24.7,35,13.3,12.5 
790,13.6,19.7,621.7,30.6,42.7,13.5,13.8 
800,16.2,21.7,663.4,38,40.1,17.3,17.8 
810,20,29.9,696.1,48.6,32.8,20.9,24.1 
820,24.2,13.8,669,60,28.4,27.5,29.5 
830,31.8,2.4,797.3,48.7,8.7,44.4,44.7 
840,49.7,0.3,661.7,44.7,1.4,43.8,18.7 
850,42,0.1,376.6,48.7,0,12.5,3.3 
860,17.1,0,134.4,27.8,0.1,1.9,0.5 
870,3.9,0,31.3,8.1,0,0.4,0.1 
880,1.1,0,7.6,2.1,0,0,0 
890,0.2,0,1.4,0.4,0,0,0 
900,0.1,0,0.4,0,0,0,0 
910,0,1.6,192.1,0.5,11.3,0,0 
920,0,13.3,373,6.4,22.6,0,0 
930,0,12.9,415.7,9.5,27.4,0,0.1 
940,0,11.7,432.3,9.1,26.9,0.1,0.6 
950,0,12.5,430.4,8.2,28.4,0.1,4.8 
960,0.1,10.8,428,7.9,28.1,0.1,4.1 
970,0,10,431.6,7.1,27.6,1.7,6.3 
980,0,9.6,446.9,7.6,27.1,2.3,5.5 
990,0.1,10.6,453.3,7.2,24.1,2.6,5.6 
1000,0.2,9.7,507.6,7.5,31.1,2.9,8 
1010,0.8,20,793.9,13.1,52.5,6.6,11 
1020,1.9,27.1,1058.8,19.9,72.5,8.5,15.2 
1030,6,43.8,1354.7,31.7,101.6,14.5,17.3 
1040,8,60.6,1567.5,50.5,118.8,18.5,27.1 
1050,13.5,70.8,1664.7,65.6,121.3,23.9,36.2 
1060,17.8,69.1,1732.6,79.4,107.8,29.1,48.2 
1070,21.3,54.7,1751.1,82.2,106.3,39.6,60.6 
1080,30,53.8,1769.4,83.3,101.6,46.5,61.6 
1090,34.3,43.9,1784.9,77.3,90,57.9,60.9 
1100,40.9,43.3,1815.7,77.2,83.6,59.6,58.1 
1110,46.7,35.2,1570.8,74.1,72.1,57,46.5 
1120,44.6,32.2,1195,57.7,54.2,42.1,34.8 
1130,37.6,25.5,944.1,52,46.4,33.8,26.8 
1140,36.3,21.5,786.5,47,35.7,27.7,22.3 
1150,34.2,20.9,785.1,57.8,31.1,24.9,20.6 
1160,35.3,20.6,776.9,58.7,29.2,27.6,21 
1170,35.5,18.2,753.6,72,24.9,28.6,26.5 
1180,34.6,14.6,729.1,71.1,28,23.9,27.2 
1190,37.8,5.4,738.4,69.9,16.8,34.5,30.8 
1200,44.1,0.9,819.2,74.3,4.7,46.2,35.8 
1210,62.5,0.1,1050.5,80,1,59.9,37.8 
1220,79.8,0.1,853.3,85.8,0,43.6,8 
1230,49.4,0,381.2,70.5,0.1,5.1,0.5 
1240,13.5,0,102.9,25.6,0,0.4,0 
1250,2.6,0,19.6,6.1,0,0,0 
1260,0.4,0,3.3,1.1,0,0,0 
1270,0,0.4,225.2,0.1,6.6,0,0 
1280,0,2.1,319,0.2,10.8,0,0 
1290,0,3.1,339,0.5,13,0,0 
1300,0,3.2,380.4,0.9,13.9,0,0 
1310,0,5.2,609.9,1.7,21.4,0,0 
1320,0,17.2,1348.8,7.5,78.6,0,0.1 
1330,0,52.5,2008.9,25.4,164.1,0.2,2.8 
1340,0.2,111.3,2525.7,71.4,211.3,1.7,13.2 
1350,0.7,147.2,2801.4,120.3,217.5,12.3,40.3 
1360,5.2,129.4,2978.1,137.5,234.4,32.7,81.7 
1370,16.1,104.9,3180.6,135.9,198.6,70.8,122.6 
1380,43.2,86.5,3387.6,123.3,177.4,108.1,129.2 
1390,75.1,85.7,3564.6,135.6,166.6,128.8,112.1 
1400,113.8,78.5,3571.9,161.3,158,114.1,95.6 
1410,114,77.8,3463.9,178.1,156.7,100.3,82.8 
1420,108.4,70.4,3212.4,186.2,140.2,83,80.6 
1430,95.6,73.9,3065.3,179.3,143.1,82.2,71 
1440,79.6,70,2937.8,156.4,145.5,69.3,70.5 
1450,79.6,69.5,2947.1,162.1,142.2,70.7,69.3 
1460,72.7,79,2928.1,147.8,140.9,69.5,67.2 
1470,69.3,68.9,2565.8,134.4,138.5,65.9,63.9 
1480,56.5,55,1931.3,106.1,109.9,50,60.8 
1490,43.5,40.2,1397.3,83.9,72.4,41,49 
1500,36.1,33.4,1057.8,63.2,53,36.9,38.5 
1510,32,22.5,811.9,53.4,31.7,30.4,33.9 
1520,24.7,19,704.3,45.5,32.1,27.6,33.8 
1530,25.5,13.1,697,51.3,28,30.4,30 
1540,29.5,10.3,688.2,55.3,24,32.4,31.2 
