time,session 
0,5850.71 
10,5850.71 
20,5474.607 
30,5474.607 
40,5474.607 
50,5474.607 
60,5416.42 
70,5036.17 
80,5036.17 
90,5036.17 
100,5036.17 
110,5036.17 
120,5036.17 
130,5036.17 
140,5036.17 
150,5036.17 
160,4915.773 
170,4723.735 
180,4723.735 
190,4723.735 
200,4723.735 
210,4723.735 
220,4723.735 
230,4723.735 
240,4723.735 
250,4723.735 
260,4723.735 
270,4723.735 
280,4723.735 
290,4538.696 
300,4538.696 
310,3790.995 
320,3790.995 
330,3790.995 
340,3790.995 
350,3790.995 
360,3790.995 
370,3790.995 
380,3790.995 
390,3790.995 
400,3790.995 
410,3790.995 
420,3790.995 
430,3635.098 
440,3635.098 
450,3635.098 
460,3635.098 
470,3635.098 
480,3635.098 
490,3635.098 
500,3635.098 
510,3635.098 
520,3635.098 
530,3635.098 
540,3635.098 
550,3635.098 
560,3635.098 
570,3635.098 
580,3635.098 
590,3635.098 
600,3635.098 
610,3635.098 
620,3635.098 
630,3635.098 
640,3635.098 
650,3635.098 
660,3635.098 
670,3635.098 
680,3635.098 
690,3635.098 
700,3635.098 
710,3635.098 
720,3635.098 
730,3635.098 
740,3635.098 
750,3635.098 
760,3635.098 
770,3635.098 
780,3635.098 
790,3635.098 
800,3635.098 
810,3635.098 
820,3635.098 
830,3635.098 
840,3635.098 
850,3635.098 
860,3635.098 
870,3635.098 
880,3635.098 
890,3635.098 
900,3635.098 
910,3635.098 
920,3635.098 
930,3635.098 
940,3635.098 
950,3635.098 
960,3635.098 
970,3635.098 
980,3635.098 
990,3635.098 
1000,3635.098 
1010,3635.098 
1020,3635.098 
1030,3635.098 
1040,3635.098 
1050,3635.098 
1060,3635.098 
1070,3635.098 
1080,3635.098 
1090,3635.098 
1100,3635.098 
1110,3635.098 
1120,3635.098 
1130,3635.098 
1140,3635.098 
1150,3635.098 
1160,3635.098 
1170,3635.098 
1180,3635.098 
1190,3635.098 
1200,3635.098 
1210,3635.098 
1220,3635.098 
1230,3635.098 
1240,3635.098 
1250,3635.098 
1260,3635.098 
1270,3635.098 
1280,3635.098 
1290,3635.098 
1300,3635.098 
1310,3635.098 
1320,3635.098 
1330,3635.098 
1340,3635.098 
1350,3635.098 
1360,3377.506 
1370,3377.506 
1380,3377.506 
1390,3377.506 
1400,3377.506 
1410,3377.506 
1420,3377.506 
1430,3377.506 
1440,3377.506 
1450,3377.506 
1460,3377.506 
1470,3377.506 
1480,3377.506 
1490,3377.506 
1500,3377.506 
1510,3377.506 
1520,3377.506 
1530,3377.506 
1540,3377.506 
1550,3377.506 
1560,3377.506 
1570,3377.506 
1580,3377.506 
1590,3377.506 
1600,3377.506 
1610,3377.506 
1620,3377.506 
1630,3377.506 
1640,3377.506 
1650,3377.506 
1660,3377.506 
1662,3377.506 
