time,session 
0,5959.8355 
10,11719.049714285713 
20,12496.403531249998 
30,17775.341404761904 
40,19955.32339583333 
50,27379.39637974684 
60,31161.7376097561 
70,37146.46467073172 
80,37522.51562135919 
90,41997.42512790698 
100,38982.672666666665 
110,38339.32763414635 
120,41204.7032761905 
130,33788.854613861375 
140,35410.67778504676 
150,39426.08025000001 
160,37013.693231481484 
170,39158.96173076921 
180,36631.79674257428 
190,38366.06102970295 
200,41357.520709302335 
210,42371.51567073169 
220,48764.21662745098 
230,55354.61419230769 
240,61018.36965116279 
250,64964.03037500001 
260,69531.93149999998 
270,79486.9078 
280,91129.9045 
290,4538.696 
300,10679.42373913044 
310,14338.402395348836 
320,17281.639192307706 
330,19254.036342105283 
340,25144.417577777782 
350,32046.90366871166 
360,36909.34229824565 
370,36838.38434517767 
380,36536.5684535519 
390,38285.735432432455 
400,36674.474260663534 
410,39206.7254930876 
420,35572.86295348835 
430,38239.677988888885 
440,35111.28705777773 
450,39521.67455980861 
460,40147.474831460684 
470,38950.65902439024 
480,38868.11820603012 
490,39214.016973094134 
500,42322.096012500006 
510,53410.56383495147 
520,57273.034147058795 
530,60993.178404040416 
540,63917.14434375 
550,71149.9505 
560,79108.56346666667 
570,88745.28166666666 
580,8577.973064516129 
590,13111.232624999999 
600,16174.973765363125 
610,19481.8620982659 
620,26578.17785798817 
630,32492.382663212426 
640,40590.42004123708 
650,45159.867847619054 
660,51702.40602666667 
670,55685.563151639304 
680,57813.854651452326 
690,64310.1780960699 
700,67313.83520338978 
710,71720.26470232554 
720,74827.0779440001 
730,77973.51506437772 
740,84120.217517094 
750,86709.88671957664 
760,93161.38056950667 
770,90757.02060330578 
780,100260.60579518069 
790,100894.0447459284 
800,99772.15489238847 
810,101983.56624701184 
820,96068.87342495778 
830,115451.03742947364 
840,118480.01800000019 
850,110871.85443595055 
860,110989.52998876404 
870,112567.68997500002 
880,119704.4447142857 
890,140322.1065 
900,0 
910,28242.941333333332 
920,11402.116734375 
930,19678.688872340426 
940,28053.77893548387 
950,35701.4505125 
960,44632.04771250002 
970,52676.089171428575 
980,61081.33260526316 
990,68235.26128000002 
1000,75838.9956666666 
1010,82858.46050370365 
1020,88455.53771359229 
1030,89430.54379816519 
1040,91677.83519009897 
1050,89466.24270499234 
1060,86545.1770864662 
1070,90615.32089818193 
1080,93487.34025731697 
1090,96263.99162905317 
1100,106845.45797806447 
1110,110875.99188059689 
1120,114900.54128546092 
1130,121989.91134351151 
1140,129905.82801250003 
1150,138976.73635957073 
1160,139176.31568791936 
1170,146891.32646014003 
1180,146338.25177464803 
1190,152052.31720970062 
1200,156913.62567659022 
1210,163911.75044055053 
1220,151287.1967325582 
1230,145966.6617382649 
1240,148412.27941732274 
1250,151712.28732258067 
1260,166056.10730000003 
1270,5499.122 
1280,11097.008000000002 
1290,23224.4918 
1300,32682.519888888888 
1310,44106.746105263155 
1320,51563.05233766233 
1330,53765.445686346866 
1340,53493.144381414764 
1350,54891.09078518519 
1360,54019.59725345952 
1370,53427.80460148692 
1380,56819.71455465585 
1390,62930.933313884736 
1400,72935.26051483334 
1410,81114.57500280888 
1420,82146.76680246246 
1430,83296.23450674138 
1440,82380.47286914686 
1450,77157.02711351002 
1460,77048.63261486035 
1470,74220.72852306547 
1480,78006.65957899726 
1490,82873.21138181821 
1500,87502.40918387094 
1510,95384.45574383312 
1520,102949.06634204797 
1530,107012.39548906559 
1540,119304.27809642862 
1550,126023.78894106811 
1560,138562.97766347992 
1570,148570.21956109322 
1580,155765.59778736322 
1590,152490.34737093115 
1600,149720.92781753317 
1610,154731.41608018853 
1620,160920.32457954538 
1630,171731.48364285709 
1640,185155.10142857142 
1650,0 
1660,0 
1662,205983.588 
