time,freemem@tsung_controller@ip-172-31-27-122 
0,380202.02734375 
10,380169.5546875 
20,380148.75390625 
30,380152.30078125 
40,380149.921875 
50,380152.125 
60,380147.48828125 
70,380147.74609375 
80,380148.125 
90,380144.91796875 
100,380144.171875 
110,380141.72265625 
120,380124.18359375 
130,380133.6015625 
140,380131.953125 
150,380129.890625 
160,380127.5 
170,380131.3984375 
180,380130.5390625 
190,380128.734375 
200,380129.0 
210,380153.68359375 
220,380174.26953125 
230,380186.0703125 
240,380157.703125 
250,380102.7578125 
260,380087.4609375 
270,380080.21875 
280,380072.5234375 
290,380064.0 
300,380070.9375 
310,380060.24609375 
320,380073.5 
330,380057.015625 
340,380067.91796875 
350,380071.0078125 
360,380063.6171875 
370,380066.61328125 
380,380064.4453125 
390,380051.21484375 
400,380061.6953125 
410,380060.1484375 
420,380059.70703125 
430,380056.109375 
440,380055.26171875 
450,380145.23828125 
460,380164.55859375 
470,380105.171875 
480,379997.15625 
490,379926.0078125 
500,379931.35546875 
510,379934.22265625 
520,379944.0078125 
530,379947.53125 
540,379938.56640625 
550,379944.90234375 
560,379948.29296875 
570,379966.1953125 
580,379962.55078125 
590,379962.1484375 
600,379927.453125 
610,379940.32421875 
620,379953.34375 
630,379946.58984375 
640,379938.93359375 
650,379938.46484375 
660,379943.83203125 
670,379955.5546875 
680,380124.2265625 
690,380133.48828125 
700,380147.9765625 
710,379893.48828125 
720,379761.1328125 
730,379734.546875 
740,379733.19921875 
750,379734.6015625 
760,379739.58203125 
770,379725.984375 
780,379746.671875 
790,379709.7734375 
800,379719.97265625 
810,379714.92578125 
820,379719.7890625 
830,379720.2890625 
840,379713.62890625 
850,379698.1953125 
860,379714.94140625 
870,379710.45703125 
880,379715.90625 
890,379709.41015625 
900,379721.94921875 
910,379905.7421875 
920,380125.9609375 
930,380134.0546875 
940,379891.6015625 
950,379515.015625 
960,379406.37109375 
970,379328.4765625 
980,379345.984375 
990,379360.99609375 
1000,379386.21875 
1010,379299.4375 
1020,379304.9921875 
1030,379341.33203125 
1040,379320.625 
