time,cpu@tsung_controller@ip-172-31-27-122 
0,0.08383275835678375 
10,0.08383275835678375 
20,0.08383275835678375 
30,0.08383275835678375 
40,0.08383275835678375 
50,0.08383275835678375 
60,0.08383275835678375 
70,0.08383275835678375 
80,0.08383275835678375 
90,0.08383275835678375 
100,0.08383275835678375 
110,0.08383275835678375 
120,0.14265335235378032 
130,0.14265335235378032 
140,0.14265335235378032 
150,0.14265335235378032 
160,0.14265335235378032 
170,0.14265335235378032 
180,0.14265335235378032 
190,0.14265335235378032 
200,0.14265335235378032 
210,0.14265335235378032 
220,0.14265335235378032 
230,0.14265335235378032 
240,0.14265335235378032 
250,0.14265335235378032 
260,0.14265335235378032 
270,0.14265335235378032 
280,0.14896764381107153 
290,0.18539156155937217 
300,0.2666250065093996 
310,0.2666250065093996 
320,0.2666250065093996 
330,0.2666250065093996 
340,0.2666250065093996 
350,0.2666250065093996 
360,0.2666250065093996 
370,0.2666250065093996 
380,0.2666250065093996 
390,0.2666250065093996 
400,0.2666250065093996 
410,0.2666250065093996 
420,0.2666250065093996 
430,0.2666250065093996 
440,0.2666250065093996 
450,0.2666250065093996 
460,0.2666250065093996 
470,0.2666250065093996 
480,0.33754570931480304 
490,0.5282405526208858 
500,0.587389864400425 
510,0.587389864400425 
520,0.587389864400425 
530,0.587389864400425 
540,0.587389864400425 
550,0.587389864400425 
560,0.587389864400425 
570,0.587389864400425 
580,0.587389864400425 
590,0.587389864400425 
600,0.587389864400425 
610,0.587389864400425 
620,0.587389864400425 
630,0.587389864400425 
640,0.587389864400425 
650,0.587389864400425 
660,0.587389864400425 
670,0.587389864400425 
680,0.587389864400425 
690,0.587389864400425 
700,0.587389864400425 
710,0.587389864400425 
720,0.587389864400425 
730,0.587389864400425 
740,0.6806200741166032 
750,0.6806200741166032 
760,0.6806200741166032 
770,0.6806200741166032 
780,0.7054673721340388 
790,0.7054673721340388 
800,0.7268442238304795 
810,0.7268442238304795 
820,0.7268442238304795 
830,0.7376262415491194 
840,0.7510796770357389 
850,0.8010430247718383 
860,0.8176717214909994 
870,0.8176717214909994 
880,0.8237232289950577 
890,0.8848635184007837 
900,0.8848635184007837 
910,0.8848635184007837 
920,0.8848635184007837 
930,0.8848635184007837 
940,0.8848635184007837 
950,1.2914609064238958 
960,1.2922299061905858 
970,1.5981282053960328 
980,1.6495857753262084 
990,1.6495857753262084 
1000,1.6495857753262084 
1010,1.6495857753262084 
1020,1.6531343720283813 
1030,1.6662487986293928 
1040,1.6662487986293928 
