time,freemem@tsung_controller@ip-172-31-27-122 
0,380202.02734375 
10,380202.02734375 
20,380202.02734375 
30,380202.02734375 
40,380202.02734375 
50,380202.02734375 
60,380202.02734375 
70,380202.02734375 
80,380202.02734375 
90,380202.02734375 
100,380202.02734375 
110,380202.02734375 
120,380202.02734375 
130,380202.02734375 
140,380202.02734375 
150,380202.02734375 
160,380202.02734375 
170,380202.02734375 
180,380202.02734375 
190,380202.02734375 
200,380202.02734375 
210,380202.02734375 
220,380202.02734375 
230,380202.02734375 
240,380202.02734375 
250,380202.02734375 
260,380202.02734375 
270,380202.02734375 
280,380202.02734375 
290,380202.02734375 
300,380202.02734375 
310,380202.02734375 
320,380202.02734375 
330,380202.02734375 
340,380202.02734375 
350,380202.02734375 
360,380202.02734375 
370,380202.02734375 
380,380202.02734375 
390,380202.02734375 
400,380202.02734375 
410,380202.02734375 
420,380202.02734375 
430,380202.02734375 
440,380202.02734375 
450,380202.02734375 
460,380202.02734375 
470,380202.02734375 
480,380202.02734375 
490,380202.02734375 
500,380202.02734375 
510,380202.02734375 
520,380202.02734375 
530,380202.02734375 
540,380202.02734375 
550,380202.02734375 
560,380202.02734375 
570,380202.02734375 
580,380202.02734375 
590,380202.02734375 
600,380202.02734375 
610,380202.02734375 
620,380202.02734375 
630,380202.02734375 
640,380202.02734375 
650,380202.02734375 
660,380202.02734375 
670,380202.02734375 
680,380202.02734375 
690,380202.02734375 
700,380202.02734375 
710,380202.02734375 
720,380202.02734375 
730,380202.02734375 
740,380202.02734375 
750,380202.02734375 
760,380202.02734375 
770,380202.02734375 
780,380202.02734375 
790,380202.02734375 
800,380202.02734375 
810,380202.02734375 
820,380202.02734375 
830,380202.02734375 
840,380202.02734375 
850,380202.02734375 
860,380202.02734375 
870,380202.02734375 
880,380202.02734375 
890,380202.02734375 
900,380202.02734375 
910,380202.02734375 
920,380202.02734375 
930,380202.02734375 
940,380202.02734375 
950,380202.02734375 
960,380202.02734375 
970,380202.02734375 
980,380202.02734375 
990,380202.02734375 
1000,380202.02734375 
1010,380202.02734375 
1020,380202.02734375 
1030,380202.02734375 
1040,380202.02734375 
