time,session 
0,1984.4570258557208 
10,2950.465587293177 
20,4286.265521671061 
30,4629.690716643191 
40,5687.833404777543 
50,5717.86225384021 
60,6131.870373084917 
70,5655.532162097999 
80,4836.837874742885 
90,5319.195994884851 
100,5758.916472306965 
110,5393.628130414749 
120,7187.189776002559 
130,6138.621737351641 
140,5123.381977892347 
150,5674.280898662929 
160,5929.113880661998 
170,6041.602183561224 
180,4858.852038745262 
190,6059.545441132002 
200,6522.545166129088 
210,6405.363349153405 
220,3985.978625551474 
230,14427.591358465235 
240,2238.4145143273345 
250,4303.166359800038 
260,4850.6878537209295 
270,4711.68767865915 
280,4873.823954901002 
290,5836.665896468608 
300,5741.483461943385 
310,5787.5222302090415 
320,6194.901137484497 
330,5266.137222136391 
340,6401.9351441080125 
350,5408.454150463745 
360,6022.675524055677 
370,5520.67164450386 
380,5175.525176184251 
390,6377.858341040975 
400,5535.168048593585 
410,6298.262344538516 
420,6086.3971058629595 
430,5988.473097580226 
440,5969.156477726078 
450,5438.964791723752 
460,12043.500883587234 
470,2426.893390153111 
480,4214.989472160115 
490,5097.228591543201 
500,5723.958463276758 
510,5916.907056814945 
520,6231.920069201759 
530,5994.118616989849 
540,6291.759403223705 
550,5372.2636487694745 
560,6227.796085480905 
570,5963.75331515655 
580,5402.270351098661 
590,5720.355996216713 
600,6121.504600324945 
610,5922.531834672253 
620,6750.897943745783 
630,5525.565388103992 
640,5831.487926936065 
650,5364.199802199128 
660,6569.544694790724 
670,6052.688533550491 
680,6470.77234127998 
690,3579.6898286190626 
700,1461.4364543160614 
710,3123.909592110442 
720,4858.5552122756135 
730,5495.328663367553 
740,6163.4005272427 
750,5683.606159013905 
760,5570.293167785329 
770,5563.133128394066 
780,5812.662110144688 
790,6015.477858690716 
800,6195.748979819639 
810,5899.489790678456 
820,5759.841902450079 
830,5774.857423857061 
840,5992.734883576199 
850,6014.382570207403 
860,5812.304519100424 
870,5930.035724444094 
880,5940.41310338422 
890,6032.704325223936 
900,5834.768901784588 
910,5528.515465606085 
920,5039.482883101754 
930,19693.428226006363 
940,2433.5281146324164 
950,3931.5805514416584 
960,5244.76549056229 
970,5649.127735667428 
980,5576.53753794098 
990,5705.265824970713 
1000,5682.586008660993 
1010,5919.129158962108 
1020,5912.953327305596 
1030,5669.320688745254 
1040,5716.102760349224 
