time,session 
0,8641.572 
10,16947.757 
20,24654.114 
30,24654.114 
40,32840.738 
50,35468.95 
60,35468.95 
70,35468.95 
80,35468.95 
90,35468.95 
100,35468.95 
110,35468.95 
120,35468.95 
130,41284.83 
140,41284.83 
150,41284.83 
160,41284.83 
170,41284.83 
180,41284.83 
190,41284.83 
200,44536.898 
210,44536.898 
220,44536.898 
230,44536.898 
240,44536.898 
250,44536.898 
260,44536.898 
270,44536.898 
280,44536.898 
290,44536.898 
300,44536.898 
310,44536.898 
320,44536.898 
330,44536.898 
340,44536.898 
350,44536.898 
360,44536.898 
370,44536.898 
380,44536.898 
390,47876.727 
400,47876.727 
410,47876.727 
420,47876.727 
430,47876.727 
440,47876.727 
450,47876.727 
460,47876.727 
470,47876.727 
480,47876.727 
490,47876.727 
500,47876.727 
510,47876.727 
520,47876.727 
530,47876.727 
540,49049.488 
550,49049.488 
560,49049.488 
570,49049.488 
580,49049.488 
590,49049.488 
600,49049.488 
610,49049.488 
620,49049.488 
630,49049.488 
640,49049.488 
650,49049.488 
660,49049.488 
670,49049.488 
680,49049.488 
690,49049.488 
700,49049.488 
710,49049.488 
720,49049.488 
730,49049.488 
740,49049.488 
750,49049.488 
760,49049.488 
770,49049.488 
780,49049.488 
790,63696.959 
800,63696.959 
810,63696.959 
820,63696.959 
830,63696.959 
840,63696.959 
850,63696.959 
860,63696.959 
870,63696.959 
880,63696.959 
890,63696.959 
900,63696.959 
910,63696.959 
920,63696.959 
930,63696.959 
940,63696.959 
950,63696.959 
960,63696.959 
970,63696.959 
980,63696.959 
990,63696.959 
1000,63696.959 
1010,63696.959 
1020,63696.959 
1030,63696.959 
1040,63696.959 
