time,load@tsung_controller@ip-172-31-10-114 
0,0.0703125 
10,0.0703125 
20,0.12890625 
30,0.12890625 
40,0.12890625 
50,0.1484375 
60,0.2109375 
70,0.2109375 
80,0.30078125 
90,0.30078125 
100,0.6796875 
110,0.6796875 
120,0.6796875 
130,0.6796875 
140,0.6796875 
150,0.6796875 
160,0.6796875 
170,0.6796875 
180,0.6796875 
190,0.6796875 
200,0.6796875 
210,0.6796875 
220,0.6796875 
230,0.6796875 
240,0.6796875 
250,0.6796875 
260,0.6796875 
270,0.6796875 
280,0.6796875 
290,0.6796875 
300,0.6796875 
310,0.6796875 
320,0.6796875 
330,0.6796875 
340,0.6796875 
350,0.6796875 
360,0.6796875 
370,0.6796875 
380,0.6796875 
390,0.6796875 
400,0.6796875 
410,0.6796875 
420,0.6796875 
430,0.6796875 
440,0.6796875 
450,0.6796875 
460,0.6796875 
470,0.6796875 
480,0.6796875 
490,0.6796875 
500,0.7890625 
510,0.7890625 
520,0.7890625 
530,0.7890625 
540,0.7890625 
550,0.7890625 
560,0.7890625 
570,0.7890625 
580,0.7890625 
590,0.7890625 
600,0.7890625 
610,0.7890625 
620,0.7890625 
630,0.7890625 
640,0.7890625 
650,0.7890625 
660,0.7890625 
670,0.7890625 
680,0.7890625 
690,0.7890625 
700,0.7890625 
710,0.7890625 
720,0.80859375 
730,0.80859375 
740,0.80859375 
750,0.87890625 
760,1.05078125 
770,1.12109375 
780,1.12109375 
790,1.12109375 
800,1.12109375 
810,1.12109375 
820,1.12109375 
830,1.12109375 
840,1.12109375 
850,1.12109375 
860,1.171875 
870,1.171875 
880,1.171875 
890,1.171875 
900,1.171875 
910,1.171875 
920,1.171875 
930,1.171875 
940,1.171875 
950,1.171875 
960,1.171875 
970,1.171875 
980,1.171875 
990,1.171875 
1000,1.171875 
1010,1.171875 
1020,1.171875 
1030,1.359375 
1040,1.53125 
1050,1.53125 
1060,1.53125 
1070,1.91015625 
1080,2.078125 
1090,2.078125 
1100,2.078125 
1110,2.078125 
1120,2.23828125 
1130,2.23828125 
1140,2.26953125 
1150,2.26953125 
1160,2.26953125 
1170,2.26953125 
1180,2.26953125 
1190,2.26953125 
1200,2.26953125 
1210,2.26953125 
1220,2.26953125 
1230,2.26953125 
1240,2.26953125 
1250,2.26953125 
1260,2.26953125 
1270,2.26953125 
1280,2.26953125 
1290,2.26953125 
1300,2.26953125 
1310,2.26953125 
1320,2.26953125 
1330,2.26953125 
1340,2.26953125 
1350,2.359375 
1360,2.69140625 
1370,3.12109375 
1380,3.12109375 
1390,3.33984375 
1400,3.6796875 
1410,3.80078125 
1420,3.921875 
1430,3.921875 
1440,3.96875 
1450,4.05078125 
1460,4.19921875 
1470,4.19921875 
1480,4.19921875 
1490,4.19921875 
1500,4.19921875 
1510,4.19921875 
1520,4.19921875 
1530,4.19921875 
1540,4.19921875 
1550,4.19921875 
1560,4.19921875 
1570,4.19921875 
1580,4.19921875 
1590,4.19921875 
1600,4.19921875 
1610,4.19921875 
1620,4.19921875 
1630,4.19921875 
1640,4.19921875 
1650,4.19921875 
1660,4.19921875 
