time,session 
0,2274.047 
10,1399.998 
20,1399.998 
30,1399.998 
40,1399.998 
50,1399.998 
60,1399.998 
70,1399.998 
80,1399.998 
90,1399.998 
100,1399.998 
110,1399.998 
120,1399.998 
130,1399.998 
140,1399.998 
150,1399.998 
160,1399.998 
170,1399.998 
180,1399.998 
190,1066.961 
200,1066.961 
210,1066.961 
220,1066.961 
230,1066.961 
240,1066.961 
250,1066.961 
260,1066.961 
270,1066.961 
280,1066.961 
290,1066.961 
300,1066.961 
310,1066.961 
320,1066.961 
330,1066.961 
340,1066.961 
350,1066.961 
360,1066.961 
370,1066.961 
380,1066.961 
390,1066.961 
400,1066.961 
410,1066.961 
420,1066.961 
430,1066.961 
440,1066.961 
450,1066.961 
460,1066.961 
470,1066.961 
480,1066.961 
490,1066.961 
500,1066.961 
510,1066.961 
520,1066.961 
530,1066.961 
540,1066.961 
550,1066.961 
560,1066.961 
570,1066.961 
580,1066.961 
590,1066.961 
600,1066.961 
610,1066.961 
620,1066.961 
630,1066.961 
640,1066.961 
650,1066.961 
660,1066.961 
670,1066.961 
680,1066.961 
