time,connect,request 
0,8.7,45.3 
10,8.8,85.9 
20,9.6,91.8 
30,10.1,94.2 
40,9.4,98 
50,10,99.4 
60,8.7,90.4 
70,9.7,91.1 
80,8.7,90.9 
90,9.5,90.3 
100,9.6,97.3 
110,10.5,100.3 
120,9.9,105.3 
130,7.7,86.9 
140,10.3,89.5 
150,8.7,95.5 
160,9.5,89.2 
170,9.2,96.8 
180,9.4,92 
190,10.1,94.9 
200,1,57.1 
210,0,8.6 
220,8.2,25.2 
230,20.3,153.1 
240,18.2,182.7 
250,17.9,167.7 
260,19,201.7 
270,20.9,198.1 
280,22.5,204.6 
290,22.3,226.1 
300,18.8,206.2 
310,21.4,202.7 
320,18.5,206.3 
330,18.2,184.3 
340,19.8,188.4 
350,21.8,206 
360,20.7,198.4 
370,21.2,214.1 
380,21.1,211 
390,19.9,213.8 
400,20.3,198.7 
410,22,201.8 
420,7,165.7 
430,0,39.8 
440,0,3.6 
450,14.4,41.8 
460,37.3,171.6 
470,38.4,261.6 
480,36.5,380.1 
490,37,378.5 
500,35.1,328 
510,38.7,379.6 
520,39.4,396.2 
530,41.4,407.9 
540,44.9,418.5 
550,38,417 
560,42.4,422.6 
570,38.4,392 
580,38.7,395.8 
590,41,379.9 
600,38,405.5 
610,39.4,393 
620,39.3,387.6 
630,42.3,406.1 
640,37.6,395.9 
650,24.7,358.4 
660,0,263.3 
670,0,43.3 
680,0,4.6 
