time,freemem@tsung_controller@ip-172-31-21-240 
0,30776.87109375 
10,30744.20703125 
20,30727.484375 
30,30727.484375 
40,30727.484375 
50,30724.94921875 
60,30724.0546875 
70,30724.0546875 
80,30724.0546875 
90,30724.0546875 
100,30724.0546875 
110,30724.0546875 
120,30719.57421875 
130,30716.52734375 
140,30716.52734375 
150,30716.52734375 
160,30716.52734375 
170,30716.52734375 
180,30716.52734375 
190,30716.52734375 
200,30715.828125 
210,30715.828125 
220,30715.828125 
230,30715.828125 
240,30695.0078125 
250,30679.60546875 
260,30679.60546875 
270,30672.70703125 
280,30648.484375 
290,30616.92578125 
300,30616.92578125 
310,30616.92578125 
320,30616.92578125 
330,30616.92578125 
340,30616.92578125 
350,30616.92578125 
360,30616.92578125 
370,30616.92578125 
380,30616.92578125 
390,30616.92578125 
400,30616.92578125 
410,30616.92578125 
420,30616.92578125 
430,30616.92578125 
440,30616.92578125 
450,30616.92578125 
460,30616.92578125 
470,30616.92578125 
480,30558.08984375 
490,30532.1015625 
500,30521.2421875 
510,30508.87109375 
520,30508.87109375 
530,30508.87109375 
540,30508.87109375 
550,30508.87109375 
560,30508.87109375 
570,30508.87109375 
580,30508.87109375 
590,30508.87109375 
600,30508.87109375 
610,30508.87109375 
620,30508.87109375 
630,30508.87109375 
640,30508.87109375 
650,30508.87109375 
660,30508.87109375 
670,30508.87109375 
680,30508.87109375 
