time,size_sent,size_rcv 
0,170.33359375,1196.80078125 
10,353.41328125,1798.7734375 
20,380.8625,1857.39765625 
30,388.4078125,1983.50859375 
40,408.3140625,1992.2375 
50,415.38828125,1984.68125 
60,374.7703125,1808.77265625 
70,380.0078125,1874.95859375 
80,375.78359375,1837.84375 
90,374.95,1867.715625 
100,405.0140625,1945.83828125 
110,414.3421875,2068.12578125 
120,441.84296875,2074.89296875 
130,365.2390625,1710.97734375 
140,366.7515625,1906.2234375 
150,404.30625,1851.9734375 
160,365.28828125,1849.190625 
170,406.10625,1931.1109375 
180,379.2734375,1925.359375 
190,394.63984375,1904.57578125 
200,257.4296875,867.0375 
210,42.24609375,73.9296875 
220,89.1578125,765.14296875 
230,602.95625,3593.0015625 
240,757.39921875,3740.11015625 
250,703.35234375,3448.21640625 
260,830.1734375,4134.89921875 
270,829.3234375,4009.09765625 
280,861.08203125,4249.16015625 
290,924.9796875,4578.371875 
300,854.28515625,4106.62578125 
310,844.49609375,4169.3421875 
320,865.071875,4075.659375 
330,773.39375,3682.40078125 
340,775.5234375,3901.87578125 
350,856.01796875,4229.0859375 
360,834.77265625,4093.11875 
370,872.0046875,4373.5609375 
380,881.0140625,4261.35 
390,893.44453125,4250.07265625 
400,819.9,4070.915625 
410,849.30546875,4147.234375 
420,714.2078125,2849.075 
430,192.065625,403.6 
440,17.9109375,28.78828125 
450,150.98984375,1279.6046875 
460,718.71328125,4515.27578125 
470,1012.7265625,4482.46953125 
480,1402.1625,4477.94921875 
490,1488.42109375,4873.53125 
500,1266.50625,4421.80859375 
510,1441.80703125,4744.02265625 
520,1496.715625,4427.659375 
530,1528.29453125,4531.3625 
540,1537.83359375,4379.55546875 
550,1575.32421875,4453.97734375 
560,1582.9640625,4734.86015625 
570,1506.2640625,4627.965625 
580,1516.9703125,4706.1203125 
590,1423.5671875,4581.79921875 
600,1568.9078125,4588.88828125 
610,1505.409375,4662.95625 
620,1477.2796875,4525.39453125 
630,1510.3046875,4715.5484375 
640,1477.04296875,4103.8125 
650,1425.28984375,4406.4125 
660,1075.071875,3254.69375 
670,212.88984375,373.01875 
680,23.80546875,37.84609375 
