time,load@tsung_controller@ip-172-31-21-240 
0,0.0 
10,0.078125 
20,0.078125 
30,0.078125 
40,0.078125 
50,0.078125 
60,0.078125 
70,0.078125 
80,0.078125 
90,0.078125 
100,0.078125 
110,0.078125 
120,0.078125 
130,0.078125 
140,0.078125 
150,0.078125 
160,0.078125 
170,0.078125 
180,0.078125 
190,0.078125 
200,0.078125 
210,0.078125 
220,0.078125 
230,0.078125 
240,0.078125 
250,0.078125 
260,0.1015625 
270,0.1015625 
280,0.1015625 
290,0.21875 
300,0.21875 
310,0.23046875 
320,0.23046875 
330,0.23046875 
340,0.23046875 
350,0.23046875 
360,0.23046875 
370,0.23828125 
380,0.2890625 
390,0.48046875 
400,0.48046875 
410,0.48046875 
420,0.48046875 
430,0.48046875 
440,0.48046875 
450,0.48046875 
460,0.48046875 
470,0.48046875 
480,0.48046875 
490,0.48046875 
500,0.48046875 
510,0.48046875 
520,0.48046875 
530,0.48046875 
540,0.48046875 
550,0.48046875 
560,0.48046875 
570,0.48046875 
580,0.48046875 
590,0.48046875 
600,0.48046875 
610,0.48046875 
620,0.48046875 
630,0.48046875 
640,0.48046875 
650,0.48046875 
660,0.48046875 
670,0.48046875 
680,0.48046875 
