time,session 
0,1.1 
10,7.8 
20,9.3 
30,8.4 
40,9.2 
50,10.4 
60,9.2 
70,9 
80,8.9 
90,8.8 
100,10.1 
110,9.3 
120,11.5 
130,8.9 
140,7.8 
150,11.2 
160,8 
170,10 
180,8.2 
190,10.1 
200,9.1 
210,2.7 
220,0.1 
230,7.8 
240,17.6 
250,16.7 
260,19.2 
270,19.9 
280,19 
290,22.5 
300,21.5 
310,20 
320,22.1 
330,19.2 
340,18.1 
350,19.5 
360,19.5 
370,20.6 
380,21.5 
390,22.1 
400,19.4 
410,19.9 
420,21.9 
430,10.8 
440,1.1 
450,0.1 
460,3.5 
470,13.1 
480,27.8 
490,41.8 
500,35.4 
510,36.2 
520,39.2 
530,40.2 
540,40.8 
550,40.5 
560,44.2 
570,39.4 
580,40.4 
590,36.8 
600,41.1 
610,40.2 
620,39.3 
630,39 
640,38.5 
650,37.4 
660,53.4 
670,13.1 
680,1.5 
