time,session 
10,11340.837846153845 
20,15047.250299999998 
30,17613.127072727282 
40,19986.482571428576 
50,27293.535147540984 
60,32983.704658536575 
70,32827.575264705876 
80,41218.91999038461 
90,37010.02237647059 
100,37720.3502989691 
110,38319.29622330099 
120,39757.55828282827 
130,37999.43512380953 
140,38513.25296703295 
150,42526.12121649486 
160,39780.42865624997 
170,35553.16118018021 
180,35441.164600000004 
190,38490.562718446614 
200,41852.90955882352 
210,42738.312344827566 
220,52423.17757142857 
230,53279.36102173914 
240,60956.863075000016 
250,66219.27291666668 
260,73285.59124999998 
270,79282.9042 
280,85222.45250000001 
290,8929.50375 
300,13180.40710256411 
310,15971.385696629217 
320,18653.13892134832 
330,22726.841627272726 
340,30445.61518404907 
350,34918.76812994351 
360,36513.16285427135 
370,38860.916200892825 
380,38440.69932701421 
390,38702.78862561576 
400,39057.370625000025 
410,39704.465016216214 
420,39017.36894845362 
430,38880.296984924586 
440,39932.88255339801 
450,36242.296977900536 
460,36895.2286373057 
470,36512.234497461934 
480,38026.846946524085 
490,40859.38466176469 
500,50444.27133333332 
510,56757.26404237288 
520,60752.29262352941 
530,64208.90993421052 
540,69843.62163414634 
550,77306.85513333332 
560,84472.99571428572 
570,92098.81450000001 
580,6414.073 
590,11519.468015151511 
600,15384.951157894733 
610,18130.732463576154 
620,23099.71503546099 
630,32288.0857419355 
640,40482.90260698689 
650,46670.14416734698 
660,51833.24026315793 
670,53851.27002150534 
680,57855.84741726618 
690,59438.15300000001 
700,62162.38389389067 
710,65456.84517374517 
720,67271.17089795922 
730,69492.46292763161 
740,71929.48244791661 
750,73544.52770234112 
760,76477.3901282895 
770,80069.9825821428 
780,81931.36239024391 
790,84057.48241566261 
800,84186.23665091876 
810,81672.22714965974 
820,70993.10811194034 
830,80267.38800000004 
840,83303.42969718309 
850,87407.08402614381 
860,94481.33006976744 
870,101165.16638461537 
880,114099.84566666668 
890,5711.8605 
900,12004.211 
910,20202.16629629629 
920,29669.83544047618 
930,38062.3783764706 
940,46216.201283950606 
950,54660.82847777778 
960,62177.74876923077 
970,72142.30940151511 
980,79643.13178417264 
990,86485.8638125 
1000,93865.11694339626 
1010,102078.52711483244 
1020,109546.58838427944 
1030,115521.77899024388 
1040,122671.33671052635 
1050,126481.72824528304 
1060,134977.17769288406 
1070,140108.7313310581 
1080,144390.97485294138 
1090,149772.92781111118 
1100,153684.50744848492 
1110,162209.85680054646 
1120,161245.75925822792 
1130,170623.1792857144 
1140,168634.8590413791 
1150,177650.65849527414 
1160,180885.50218994395 
1170,191245.14794095268 
1180,189372.56987521355 
1190,184223.2547114846 
1200,190946.01850392667 
1210,200165.22957109826 
1220,212474.2750869988 
1230,205991.1340063358 
1240,198018.53487461215 
1250,191461.37667243378 
1260,193406.98814229248 
1270,200913.5675454545 
1280,207589.8802857143 
1290,215357.503 
1300,9806.968799999999 
1310,15698.911375 
1320,27913.35382352941 
1330,37240.896292682904 
1340,46803.644704545455 
1350,55306.197592592594 
1360,65238.462179487185 
1370,73503.55362222224 
1380,83873.1267820513 
1390,90416.79945132748 
1400,94022.48502727263 
1410,92994.55726832636 
1420,89894.96379021635 
1430,87354.5337737921 
1440,87518.95422311274 
1450,90803.10871399882 
1460,98074.29839077347 
1470,107256.93237835972 
1480,112194.0320046542 
1490,117764.8066675445 
1500,123581.1635634357 
1510,131092.18543932267 
1520,141163.69844493875 
1530,145111.99876662644 
1540,150604.66520780663 
1550,153838.74558442994 
1560,159579.14149803162 
1570,160343.75063229943 
1580,160880.28440220642 
1590,167912.2446959922 
1600,170899.5056694606 
1610,171487.6622427183 
1620,167140.43486289895 
1630,163598.56754464266 
1640,163551.38880534362 
1650,171294.60460204084 
1660,181409.73630000002 
1670,188252.4024285714 
1676,202157.70899999997 
