time,tr_book_rate_service,tr_create_service,page,tr_manage_appointments,tr_realistic_flow,tr_book_service,tr_browse 
30,6035.26,882.549,7.234,551.871,991.091,1467.613,4051.162 
40,4080.764,552.835,7.065,551.871,991.091,1467.613,2724.862 
50,3046.248,552.835,6.587,431.095,991.091,1051.077,2724.862 
60,1876.852,503.594,6.587,431.095,991.091,1051.077,2515.645 
70,1876.852,503.594,6.587,431.095,991.091,1051.077,2515.645 
80,1876.852,503.594,6.469,431.095,991.091,1051.077,2515.645 
90,1876.852,503.594,6.287,431.095,991.091,1051.077,2515.645 
100,1876.852,503.594,6.287,431.095,991.091,1051.077,2370.217 
110,1876.852,503.594,6.287,431.095,991.091,1051.077,2370.217 
120,1876.852,503.594,6.287,431.095,991.091,1051.077,2370.217 
130,1876.852,503.594,6.287,431.095,991.091,1051.077,2370.217 
140,1876.852,438.943,6.287,431.095,991.091,1051.077,2370.217 
150,1876.852,438.943,6.248,431.095,991.091,1051.077,2370.217 
160,1876.852,438.943,6.248,425.102,991.091,1051.077,2314.037 
170,1876.852,438.943,6.248,425.102,991.091,1051.077,2314.037 
180,1876.852,438.943,6.248,425.102,991.091,1051.077,1729.053 
190,1876.852,438.943,6.248,425.102,991.091,965.586,1729.053 
200,1876.852,438.943,6.248,425.102,991.091,718.329,1729.053 
210,1876.852,438.943,6.248,425.102,991.091,718.329,1729.053 
220,1876.852,438.943,6.248,425.102,991.091,718.329,1729.053 
230,1876.852,438.943,6.248,425.102,991.091,718.329,1729.053 
240,1876.852,438.943,6.248,425.102,991.091,718.329,1729.053 
250,1876.852,438.943,6.248,425.102,991.091,718.329,1729.053 
260,1876.852,438.943,6.248,425.102,991.091,718.329,1729.053 
270,1876.852,438.943,6.248,425.102,991.091,718.329,1729.053 
280,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
290,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
300,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
310,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
320,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
330,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
340,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
350,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
360,1876.852,438.943,6.248,425.102,892.184,718.329,1729.053 
370,1876.852,438.943,6.167,425.102,892.184,718.329,1729.053 
380,1876.852,438.943,6.167,425.102,892.184,718.329,1683.345 
390,1876.852,438.943,5.99,425.102,892.184,718.329,1454.64 
400,1876.852,438.943,5.99,425.102,892.184,718.329,1454.64 
410,1198.263,438.943,5.99,425.102,892.184,718.329,1454.64 
420,1198.263,438.943,5.99,425.102,892.184,718.329,1454.64 
430,1198.263,438.943,5.99,425.102,892.184,718.329,1454.64 
440,1198.263,438.943,5.99,425.102,892.184,718.329,1454.64 
450,1198.263,438.943,5.886,425.102,892.184,718.329,1454.64 
460,1198.263,438.943,5.886,425.102,892.184,718.329,1454.64 
470,1198.263,438.943,5.886,425.102,892.184,718.329,1454.64 
480,1198.263,438.943,5.886,425.102,892.184,718.329,1454.64 
490,1198.263,438.943,5.886,425.102,892.184,718.329,1454.64 
500,1198.263,438.943,5.886,425.102,892.184,718.329,1454.64 
510,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
520,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
530,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
540,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
550,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
560,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
570,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
580,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
590,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
600,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
610,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
620,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
630,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
640,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
650,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
660,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
670,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
680,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
690,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
700,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
710,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
720,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
730,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
740,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
750,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
760,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
770,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
780,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
790,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
800,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
810,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
820,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
830,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
840,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
850,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
860,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
870,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
880,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
890,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
900,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
910,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
920,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
930,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
940,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
950,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
960,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
970,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
980,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
990,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1000,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1010,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1020,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1030,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1040,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1050,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1060,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1070,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1080,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1090,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1100,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1110,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1120,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1130,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1140,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1150,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1160,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1170,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1180,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1190,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1200,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1210,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1220,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1230,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1240,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1250,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1260,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1270,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1280,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1290,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1300,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1310,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1320,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1330,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1340,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1350,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1360,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1370,1198.263,438.943,5.886,405.876,892.184,718.329,1454.64 
1380,1198.263,438.943,0.688,405.876,892.184,718.329,1454.64 
1390,1198.263,438.943,0.679,345.916,892.184,718.329,1454.64 
1400,1198.263,438.943,0.657,49.26,892.184,718.329,1454.64 
1410,1198.263,438.943,0.651,16.648,892.184,718.329,1454.64 
1420,1198.263,244.607,0.645,16.648,892.184,718.329,1454.64 
1430,1198.263,244.607,0.644,16.648,892.184,718.329,1454.64 
1440,1198.263,244.607,0.632,16.611,562.727,718.329,1454.64 
1450,1198.263,244.607,0.632,16.611,562.727,718.329,1151.325 
1460,1198.263,166.392,0.632,16.611,562.727,718.329,1151.325 
1470,1198.263,166.392,0.632,16.029,562.727,718.329,1151.325 
1480,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1490,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1500,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1510,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1520,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1530,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1540,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1550,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1560,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1570,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1580,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1590,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1600,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1610,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1620,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1630,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1640,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1650,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1660,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1670,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
1676,1198.263,166.392,0.63,16.029,562.727,718.329,1151.325 
