time,size_sent,size_rcv 
770,234647.74375,2156408.04765625 
780,241235.72578125,2216323.10234375 
790,247609.6109375,2272225.8453125 
800,253881.00625,2328402.45 
810,260505.19140625,2387868.5296875 
820,266000.1671875,2439106.28828125 
830,269863.91796875,2468202.12578125 
840,271882.55,2482260.51328125 
850,272672.65390625,2487966.425 
860,272873.2,2489403.09921875 
870,272946.79765625,2489907.86640625 
880,272959.12734375,2489998.0453125 
890,274779.13203125,2509411.40234375 
900,279443.625,2556033.58125 
910,285190.80390625,2610925.921875 
920,290855.0609375,2665543.5171875 
930,296918.653125,2723892.93125 
940,303230.06640625,2782536.39921875 
950,309943.01015625,2843280.828125 
960,316996.8359375,2905233.71640625 
970,323998.14453125,2965735.79296875 
980,331298.07421875,3027144.7625 
990,338784.4,3090331.12421875 
1000,346715.33984375,3153895.8265625 
1010,354758.80234375,3218233.659375 
1020,363163.4546875,3282601.88671875 
1030,371817.4734375,3348850.65078125 
1040,380640.3375,3415214.4484375 
1050,389618.5609375,3480966.940625 
1060,398733.159375,3547412.659375 
1070,408068.83515625,3612749.21171875 
1080,417704.4828125,3680875.91875 
1090,427705.15546875,3752815.14375 
1100,437610.81953125,3823151.33671875 
1110,447589.4875,3892418.6796875 
1120,457588.91875,3960779.96171875 
1130,467277.65,4025754.97265625 
1140,477013.68203125,4089131.80625 
1150,487166.21484375,4156707.7484375 
1160,497581.57734375,4231077.55546875 
1170,507557.92109375,4303686.559375 
1180,516358.99765625,4367508.3390625 
1190,524368.82578125,4426478.31875 
1200,532179.675,4484878.86796875 
1210,540781.48671875,4552353.01484375 
1220,551167.2140625,4635650.809375 
1230,565782.97578125,4757079.05625 
1240,576607.22265625,4830870.75859375 
1250,580925.7625,4861090.60546875 
1260,581976.90625,4868670.296875 
1270,582117.9328125,4869687.36015625 
1280,582142.6734375,4869868.2546875 
1290,582840.83828125,4877640.53828125 
1300,588081.5046875,4929556.2625 
1310,594152.234375,4986163.6296875 
1320,600100.36328125,5039520.5921875 
1330,606472.58359375,5095694.04453125 
1340,613652.93671875,5157991.23984375 
1350,621329.27578125,5221748.40703125 
1360,629438.740625,5286556.25234375 
1370,638240.4671875,5351507.7125 
1380,648880.53046875,5418532.60234375 
1390,665245.4515625,5488525.0578125 
1400,687299.59609375,5561306.22109375 
1410,714342.2234375,5639489.11875 
1420,744395.43515625,5719721.84296875 
1430,775630.859375,5804320.9859375 
1440,806880.103125,5888380.66015625 
1450,837420.74296875,5968949.35625 
1460,867751.78671875,6051598.49921875 
1470,898377.83203125,6136464.38125 
1480,929152.1328125,6223915.98828125 
1490,957701.30859375,6310337.86484375 
1500,982830.78046875,6398782.71640625 
1510,1001948.48359375,6486351.434375 
1520,1017017.78359375,6570705.665625 
1530,1029748.6484375,6651409.31015625 
1540,1041772.05703125,6729591.38125 
1550,1053415.2296875,6806868.4078125 
1560,1064465.02578125,6881185.85234375 
1570,1075113.59375,6958188.1078125 
1580,1085065.946875,7032896.26953125 
1590,1094801.484375,7108538.0546875 
1600,1104737.70078125,7187946.91484375 
1610,1116707.2484375,7286134.71171875 
1620,1131849.33046875,7410312.85546875 
1630,1141952.94375,7479657.6078125 
1640,1145764.5875,7506245.12421875 
1650,1146597.1578125,7512173.89296875 
1660,1146750.1515625,7513275.40859375 
1670,1146769.009375,7513416.53671875 
1676,1146776.43359375,7513468.59921875 
