time,size_sent,size_rcv 
0,189.18359375,1872.59296875 
10,798.5828125,7343.94375 
20,1868.51796875,16147.8109375 
30,3191.1953125,27058.50859375 
40,4816.11015625,40459.046875 
50,6534.74375,54994.521875 
60,8436.3484375,71407.8921875 
70,10391.47265625,88329.15703125 
80,12340.28984375,106027.31328125 
90,14297.58671875,123605.80625 
100,16296.54453125,141134.21171875 
110,18224.028125,158106.18828125 
120,20158.534375,175552.178125 
130,22119.5640625,193195.334375 
140,23989.64140625,210104.14375 
150,25917.159375,227499.34140625 
160,27882.05546875,245204.925 
170,30055.73359375,264889.2328125 
180,32034.60703125,282929.4890625 
190,33973.50703125,300595.98125 
200,35708.7046875,315786.93984375 
210,36935.484375,326396.03359375 
220,37764.73359375,333232.6625 
230,38301.3234375,337471.0046875 
240,38623.90625,339857.45859375 
250,38787.9703125,341049.74921875 
260,38869.0421875,341605.725 
270,38891.76015625,341767.884375 
280,39000.46171875,342979.3375 
290,40040.02265625,353797.39375 
300,41933.66796875,372772.44765625 
310,44248.28046875,396092.54921875 
320,47076.2921875,424215.4515625 
330,50483.58828125,456783.84609375 
340,54166.4265625,491343.82265625 
350,58049.22890625,527490.334375 
360,62383.4546875,567503.203125 
370,66500.553125,605513.28359375 
380,70611.67890625,643319.815625 
390,74517.2984375,679120.9875 
400,78395.18359375,714938.81484375 
410,82214.95625,749899.28125 
420,86049.6921875,785350.2390625 
430,89874.01171875,820326.190625 
440,93741.853125,856200.634375 
450,97547.99375,891834.2625 
460,101483.4703125,928118.925 
470,105553.7546875,965953.675 
480,109302.06875,1000319.4734375 
490,112211.0671875,1025843.3265625 
500,114422.12890625,1044183.209375 
510,116030.090625,1057083.2015625 
520,116942.07109375,1063944.48359375 
530,117556.5296875,1068301.76796875 
540,117784.6171875,1069907.8046875 
550,117864.29921875,1070479.80078125 
560,117901.8203125,1070747.390625 
570,117910.515625,1070813.81796875 
580,118764.4578125,1080064.13125 
590,121505.62578125,1108225.95703125 
600,125493.4203125,1148394.63828125 
610,130327.590625,1196200.36640625 
620,135764.50546875,1248919.875 
630,141840.1140625,1305870.75078125 
640,148279.17890625,1365833.31015625 
650,154812.78515625,1425855.18828125 
660,161368.625,1487387.50078125 
670,168286.70078125,1550858.5484375 
680,175214.80390625,1614695.8328125 
690,181837.46171875,1675413.08984375 
700,188828.121875,1739644.65625 
710,195401.3078125,1799257.20703125 
720,202021.5171875,1860188.54140625 
730,208706.6703125,1921208.26953125 
740,215006.2078125,1978396.0171875 
750,221619.8765625,2038237.640625 
760,228194.159375,2098202.08125 
