time,freemem@tsung_controller@ip-172-31-5-155 
0,380186.0390625 
10,380186.0390625 
20,380186.0390625 
30,380186.0390625 
40,380186.0390625 
50,380186.0390625 
60,380186.0390625 
70,380186.0390625 
80,380186.0390625 
90,380186.0390625 
100,380186.0390625 
110,380186.0390625 
120,380186.0390625 
130,380186.0390625 
140,380186.0390625 
150,380186.0390625 
160,380186.0390625 
170,380186.0390625 
180,380186.0390625 
190,380186.0390625 
200,380186.0390625 
210,380186.0390625 
220,380186.0390625 
230,380186.0390625 
240,380186.0390625 
250,380186.0390625 
260,380186.0390625 
270,380186.0390625 
280,380186.0390625 
290,380186.0390625 
300,380186.0390625 
310,380186.0390625 
320,380186.0390625 
330,380186.0390625 
340,380186.0390625 
350,380186.0390625 
360,380186.0390625 
370,380186.0390625 
380,380186.0390625 
390,380186.0390625 
400,380186.0390625 
410,380186.0390625 
420,380186.0390625 
430,380186.0390625 
440,380186.0390625 
450,380186.0390625 
460,380186.0390625 
470,380186.0390625 
480,380186.0390625 
490,380186.0390625 
500,380186.0390625 
510,380186.0390625 
520,380186.0390625 
530,380186.0390625 
540,380186.0390625 
550,380186.0390625 
560,380186.0390625 
570,380186.0390625 
580,380186.0390625 
590,380186.0390625 
600,380186.0390625 
610,380186.0390625 
620,380186.0390625 
630,380186.0390625 
640,380186.0390625 
650,380186.0390625 
660,380186.0390625 
670,380186.0390625 
680,380186.0390625 
690,380186.0390625 
700,380186.0390625 
710,380186.0390625 
720,380186.0390625 
730,380186.0390625 
740,380186.0390625 
750,380186.0390625 
760,380186.0390625 
770,380186.0390625 
780,380186.0390625 
790,380186.0390625 
800,380186.0390625 
810,380186.0390625 
820,380186.0390625 
830,380186.0390625 
840,380186.0390625 
850,380186.0390625 
860,380186.0390625 
870,380186.0390625 
880,380186.0390625 
890,380186.0390625 
900,380186.0390625 
910,380186.0390625 
920,380186.0390625 
930,380186.0390625 
940,380186.0390625 
950,380186.0390625 
960,380186.0390625 
970,380186.0390625 
980,380186.0390625 
990,380186.0390625 
1000,380186.0390625 
1010,380186.0390625 
1020,380186.0390625 
1030,380186.0390625 
1040,380186.0390625 
1050,380186.0390625 
1060,380186.0390625 
1070,380186.0390625 
1080,380186.0390625 
1090,380186.0390625 
1100,380186.0390625 
1110,380186.0390625 
1120,380186.0390625 
1130,380186.0390625 
1140,380186.0390625 
1150,380186.0390625 
1160,380186.0390625 
1170,380186.0390625 
1180,380186.0390625 
1190,380186.0390625 
1200,380186.0390625 
1210,380186.0390625 
1220,380186.0390625 
1230,380186.0390625 
1240,380186.0390625 
1250,380186.0390625 
1260,380186.0390625 
1270,380186.0390625 
1280,380186.0390625 
1290,380186.0390625 
1300,380186.0390625 
1310,380186.0390625 
1320,380186.0390625 
1330,380186.0390625 
1340,380186.0390625 
1350,380186.0390625 
1360,380186.0390625 
1370,380186.0390625 
1380,380186.0390625 
1390,380186.0390625 
1400,380186.0390625 
1410,380186.0390625 
1420,380186.0390625 
1430,380186.0390625 
1440,380186.0390625 
1450,380186.0390625 
1460,380186.0390625 
1470,380186.0390625 
1480,380186.0390625 
1490,380186.0390625 
1500,380186.0390625 
1510,380186.0390625 
1520,380186.0390625 
1530,380186.0390625 
1540,380186.0390625 
1550,380186.0390625 
1560,380186.0390625 
1570,380186.0390625 
1580,380186.0390625 
1590,380186.0390625 
1600,380186.0390625 
1610,380186.0390625 
1620,380186.0390625 
1630,380186.0390625 
1640,380186.0390625 
1650,380186.0390625 
1660,380186.0390625 
1670,380186.0390625 
1676,380186.0390625 
