time,users_count,finish_users_count 
0,79,0 
10,176,13 
20,286,43 
30,395,98 
40,475,161 
50,591,222 
60,695,304 
70,789,406 
80,892,510 
90,982,595 
100,1077,692 
110,1178,795 
120,1277,894 
130,1377,999 
140,1472,1090 
150,1568,1187 
160,1681,1283 
170,1774,1394 
180,1878,1494 
190,1952,1597 
200,1971,1699 
210,1971,1786 
220,1971,1842 
230,1971,1888 
240,1971,1928 
250,1971,1952 
260,1971,1964 
270,1971,1969 
280,2056,1971 
290,2273,1983 
300,2462,2061 
310,2661,2150 
320,2852,2239 
330,3082,2349 
340,3272,2512 
350,3488,2689 
360,3702,2888 
370,3918,3112 
380,4114,3323 
390,4288,3526 
400,4468,3734 
410,4660,3919 
420,4856,4113 
430,5052,4312 
440,5249,4518 
450,5472,4699 
460,5680,4892 
470,5878,5089 
480,5971,5276 
490,5971,5480 
500,5971,5627 
510,5971,5745 
520,5971,5830 
530,5971,5906 
540,5971,5947 
550,5971,5962 
560,5971,5969 
570,5971,5971 
580,6299,5973 
590,6693,6039 
600,7075,6191 
610,7497,6342 
620,7902,6483 
630,8311,6669 
640,8693,6898 
650,9094,7143 
660,9501,7428 
670,9881,7707 
680,10252,7985 
690,10694,8277 
700,11086,8588 
710,11475,8847 
720,11853,9141 
730,12227,9445 
740,12626,9733 
750,12994,10032 
760,13423,10336 
770,13834,10616 
780,13886,10944 
790,13886,11276 
800,13886,11657 
810,13886,12245 
820,13886,13049 
830,13886,13390 
840,13886,13674 
850,13886,13827 
860,13886,13870 
870,13886,13883 
880,13886,13886 
890,14621,13888 
900,15410,13916 
910,16201,13970 
920,16945,14054 
930,17714,14139 
940,18481,14220 
950,19262,14310 
960,20024,14401 
970,20838,14533 
980,21599,14672 
990,22376,14864 
1000,23144,15023 
1010,23937,15232 
1020,24687,15461 
1030,25457,15666 
1040,26236,15932 
1050,27015,16197 
1060,27824,16464 
1070,28598,16757 
1080,29451,17063 
1090,29563,17423 
1100,29563,17753 
1110,29563,18119 
1120,29563,18514 
1130,29563,18920 
1140,29563,19355 
1150,29563,19884 
1160,29563,20421 
1170,29563,20946 
1180,29563,21531 
1190,29563,22245 
1200,29563,23009 
1210,29563,23874 
1220,29563,24897 
1230,29563,26791 
1240,29563,28402 
1250,29563,29269 
1260,29563,29522 
1270,29563,29555 
1280,29563,29562 
1290,30141,29563 
1300,31668,29568 
1310,33177,29576 
1320,34807,29593 
1330,36390,29634 
1340,37952,29678 
1350,39462,29705 
1360,41040,29744 
1370,42597,29789 
1380,44149,29867 
1390,45671,30093 
1400,47155,30533 
1410,48600,31256 
1420,49986,32319 
1430,51416,33685 
1440,52848,35182 
1450,54269,36675 
1460,55723,38149 
1470,57175,39600 
1480,58625,41104 
1490,59531,42623 
1500,59531,43892 
1510,59531,44955 
1520,59531,45854 
1530,59531,46681 
1540,59531,47552 
1550,59531,48464 
1560,59531,49480 
1570,59531,50576 
1580,59531,51573 
1590,59531,52596 
1600,59531,53670 
1610,59531,55009 
1620,59531,57044 
1630,59531,58500 
1640,59531,59286 
1650,59531,59482 
1660,59531,59522 
1670,59531,59529 
1676,59531,59531 
