time,502,200,500,302,404 
1380,481.3,931.6,715.8,328.4,0 
1390,1870.6,899.5,737.1,355,0 
1400,3133.5,868.8,736.4,413.4,0 
1410,4186.4,915.6,675.4,498.5,0 
1420,4766.8,937.8,621.9,569.7,0 
1430,4872.9,1025,526.9,690.5,0 
1440,4889,1011.4,526.3,690.8,0 
1450,4761.8,967.3,538.3,675.8,0 
1460,4670.7,1028.7,499.7,696.8,0 
1470,4616.8,1097.3,438.8,764,0 
1480,4552.3,1157.9,387.5,817.7,0 
1490,3891.7,1198.8,321.5,870.2,0 
1500,2683.8,1268.6,303.9,1012.9,0 
1510,1265,1327.2,309.1,1042.3,0 
1520,468.3,1280.1,353.6,1005.9,0 
1530,54.7,1226.1,391.4,975.4,0 
1540,15.3,1171.8,426.8,900.8,0 
1550,4.3,1121.4,470.5,845.7,0 
1560,0,1073.1,432.1,806.8,0 
1570,0,1126.9,327.1,809.7,0 
1580,0,1112,272.5,733.5,0 
1590,0,1152.6,227.2,696.3,0 
1600,0,1248.5,153,729.9,0 
1610,0,1573.7,78.5,920,0 
1620,0,1943.1,11,1252,0 
1630,0,1035,0.8,910.2,0 
1640,0,330.1,0.1,388.7,0 
1650,0,66.4,0,89.2,0 
1660,0,12.2,0,16.7,0 
1670,0,1.3,0,2.2,0 
1676,0,0.6,0,0.8,0 
