time,tr_book_rate_service,tr_create_service,page,tr_manage_appointments,tr_realistic_flow,tr_book_service,tr_browse 
830,30.6,2.4,405,35,1.6,24.7,10.5 
840,23.6,0.5,202.1,28.7,0.1,5.4,1.1 
850,8.2,0.1,73.5,15.6,0,1,0.5 
860,2.4,0,17.7,4.5,0,0.3,0 
870,1,0,6.8,1.3,0,0,0 
880,0.1,0,1,0.4,0,0,0 
890,0,1.3,183.8,0.1,9.4,0,0 
900,0,13.3,440.8,2.9,22.5,0,0 
910,0,14.4,537.2,5.2,27,0.1,0.9 
920,0.2,11.9,556.7,8.5,31.3,0.9,5.7 
930,0.2,10.9,600.8,8.2,38.8,4.4,12 
940,1,12.5,626.1,8.4,38.8,6.1,14.8 
950,2.3,13.4,662.8,9,43.5,9.1,13.1 
960,5,17.1,701.9,9,39.1,10.1,14.4 
970,4.9,17.9,709.2,13.4,42.7,11.1,15.1 
980,5.7,15.9,725.9,13.9,43,9.7,11.9 
990,6.3,17.2,754.9,18,44.1,11.8,16.7 
1000,7.5,18.6,785.7,16,46.1,10.6,15.5 
1010,9.3,20.7,805.2,20.5,47.2,11.8,15.9 
1020,8,22.6,830.1,23.1,51.6,14.2,16.1 
1030,10,20.4,858.3,21.6,51.7,13,15.5 
1040,8.5,25.7,879.1,25.6,58.4,11.8,16.8 
1050,10.2,21.7,904.4,27.1,54,13.8,19.1 
1060,11.3,26,913.6,26.5,51.6,13,19.9 
1070,10.5,24.7,924.4,29.4,61.5,14.7,21 
1080,11.2,29.4,969.5,30.6,53.9,14.9,20.6 
1090,11.4,29.7,1022.6,35,65.5,16.7,18.8 
1100,12.3,29.2,997.6,33.5,61.4,18.3,23.1 
1110,12.6,31.8,1013.2,36.3,67.3,20.8,25.7 
1120,15,34.5,995.3,40.1,70,23.2,26 
1130,15.7,35.7,955.9,41,74.4,20.4,29 
1140,17.7,36.7,975.2,43.5,73.2,24.5,29.2 
1150,23.4,43.1,997,52.6,62.6,29.2,37.3 
1160,25.1,46.2,1054.3,54,67.3,33.4,34.4 
1170,26.4,49.2,987.1,52.4,65.8,34.3,38.6 
1180,26.3,30.4,903,58.3,49,35.4,42.8 
1190,28.8,24.9,879.5,71.7,34.3,39.1,45.5 
1200,38.2,16.8,905.1,76.5,16.3,40.5,53.6 
1210,46.1,8,1010.7,86.3,4,57.7,56.9 
1220,64.2,2,1191.5,102.7,0.4,89.2,46.6 
1230,117.6,0.3,1740.6,189.1,0,102.5,19.8 
1240,135.2,0,1093.6,154.4,0,25,1.1 
1250,52.5,0,391.2,91.7,0,2.2,0.2 
1260,11.3,0,89.9,27.2,0,0.1,0 
1270,1.5,0,12.2,3.5,0,0,0 
1280,0.2,0,2,0.8,0,0,0 
1290,0,0,82.2,0.1,1.4,0,0 
1300,0,5.7,497.4,0.4,14.2,0,0 
1310,0,7.9,563.7,0.9,13.4,0,0 
1320,0,4.4,557.7,1.6,20.6,0,0.6 
1330,0,3.6,630.1,4.1,34.8,0.1,1.4 
1340,0,6.6,703.1,4.3,40.9,0,3.7 
1350,0.1,8.9,740.8,2.8,46.3,0.5,3.5 
1360,0,14.9,808.4,4,42.9,0.6,5.6 
1370,0,15,845.6,4.4,56.9,1.9,7.1 
1380,0.1,22.4,1113.3,7.2,73.9,2,9.5 
1390,0.4,43.1,1787.8,23.2,123.5,5.5,17 
1400,1.9,70.8,2351.6,42.8,182.9,12.5,25.6 
1410,4.4,109.7,2823.8,72.1,235.8,25.2,38.8 
1420,9.6,145.3,3126.1,106.5,240.8,28.6,63.3 
1430,17.8,146,3239.7,136.8,237.3,44.1,81.7 
1440,29,138.8,3317.6,149.7,222.5,65.1,104.4 
1450,39.9,107.3,3321.7,149,194.8,86.8,124.7 
1460,54.5,89.8,3340.1,148.2,178.4,103.1,119 
1470,71,79.1,3392.1,145.3,160.7,114.2,123.1 
1480,93.1,77.9,3410.4,150.5,150.1,120,103.4 
1490,95.5,64.2,3102.6,144.3,124.4,105.6,88.9 
1500,94.8,55.9,2603.3,131.1,118.8,95.3,70 
1510,82.5,49.5,1965.2,104.5,84.8,64.3,51.2 
1520,70.8,37.1,1549,91.1,69.1,50.8,41.1 
1530,62.8,35,1315.3,83.1,55.2,40.6,36.5 
1540,54.7,31.8,1256.8,87.3,52.8,39.3,39 
1550,56.5,33.1,1222.1,91,52,41.1,38.3 
1560,48.5,27,1169.1,103,48.9,41.4,37.7 
1570,53.2,25.4,1149.9,108.7,47.6,42.3,40.8 
1580,51.9,16.4,1104.8,99.8,38.7,47.8,47.3 
1590,53.4,12.2,1118.9,102.1,24.6,50,49.4 
1600,62.1,8.7,1162.7,107.9,7.1,63.5,51 
1610,86.3,3.1,1405.7,132,0.7,82.8,51.7 
1620,127,0.1,1746.3,203.6,0,98,24 
1630,119.9,0,1020.6,148.1,0,25.3,0.8 
1640,47.2,0,344.5,80.2,0,1.7,0 
1650,9.2,0,72,20.1,0,0.1,0 
1660,1.8,0,12.8,4.2,0,0,0 
1670,0.1,0,1.5,0.7,0,0,0 
1676,0.1,0,0.6,0.2,0,0,0 
