time,tr_book_rate_service,tr_create_service,page,tr_manage_appointments,tr_realistic_flow,tr_book_service,tr_browse 
30,0.2,5,129.7,5.4,8.9,1.1,1.9 
40,1.1,5.6,158.8,6.3,11.7,2.8,3.6 
50,2.7,4.8,178.6,6.3,9.3,4.5,6 
60,3.5,4.7,194.7,8,9.8,5.5,4.4 
70,6.5,5.9,198.7,9.8,9.1,4.5,3.9 
80,3.9,3.9,199.5,11,11.4,4.5,5.2 
90,4.7,4.4,206.4,8.3,9.6,5.3,6.6 
100,5,5.3,203.4,9.5,9.6,6.5,5.6 
110,5.9,4.6,196.5,10.4,9,4.9,4.9 
120,4.6,5,195.2,9.9,10.3,4.8,3.5 
130,5.2,5,199.1,10.7,9.7,3.8,5.4 
140,4.2,4.9,191.4,9.2,9.9,5,5.4 
150,5.4,4.3,200.9,9.5,8.9,5.3,4.8 
160,5.1,4.3,199.1,9.5,10.4,5.3,4.7 
170,5.6,6.2,215.2,11.4,11.2,4.9,5.7 
180,4.1,5.7,199.4,9.7,10.1,5.4,4.9 
190,5.4,4.6,194.9,10.4,10.2,5.1,4.7 
200,6.5,4.3,174.5,10.3,8,4.9,5.9 
210,4.9,2.7,126.8,8.8,5.3,5.1,4.2 
220,4.8,0.9,88.7,5.6,1.9,4.6,4 
230,3.4,0.2,58.9,4.6,0.6,3.3,2.3 
240,3.1,0,33.1,3.9,0.2,1.3,0.7 
250,1.8,0,16,2.5,0,0.5,0.2 
260,1.2,0,7.6,1.2,0,0.2,0 
270,0.2,0,2.1,0.5,0,0,0 
280,0.2,0,12.4,0.2,0.3,0,0 
290,0,2.5,100.1,1,6.8,0,0 
300,0,8.6,177.2,7.9,11.8,0,0 
310,0,9.1,224.2,8.7,16.7,0.3,1.9 
320,0.4,8.4,288.8,8.7,19.4,4.1,7.7 
330,3.6,9.4,351.2,11.1,19.1,8.7,9.4 
340,7.1,10.4,377.6,16.4,20.3,8.7,9.4 
350,9.2,9.1,396.5,17.2,20.2,9.9,10.1 
360,10.4,11,432.6,20.2,23.7,11.5,11.2 
370,11,10.5,419.4,21.9,19.9,9.8,10 
380,9.8,11.4,412,21.8,20,10.8,11 
390,10.6,10.1,399.2,20.4,19.4,9.8,9.2 
400,10.2,9.5,386.8,20.8,20.8,10,10.2 
410,10.6,9.3,388.7,18.4,19.1,9.6,10.8 
420,8.2,9.6,392.6,19.3,19.8,10.9,10.4 
430,12.2,9.4,390,20.1,16.7,10.2,8.5 
440,9.7,10.2,389,20.8,20.8,8.3,9 
450,8.3,9.3,388.2,18,19.3,9.2,9.6 
460,9.8,9.3,404.6,19.2,20.5,10.6,9 
470,8.5,11.7,409.5,19.9,20.6,9.9,11.8 
480,10.2,9.6,378.4,18.7,19.9,9.9,10 
490,10.9,7.3,298.4,19.3,13,10.4,11 
500,10.8,2.9,233.7,15.3,7.8,10.6,8.6 
510,10.8,0.6,175.6,11.7,3.7,9.1,8.1 
520,7.7,0.1,95.9,8.9,0.3,5.3,3.1 
530,6.6,0,61.8,7.7,0.1,2.7,0.6 
540,2.4,0,22.3,4.1,0,0.3,0 
550,1.2,0,7,1.6,0,0,0.1 
560,0.4,0,3.3,0.7,0,0.1,0 
570,0.1,0,0.8,0.2,0,0,0 
580,0,0.9,87.4,0.2,4.9,0,0 
590,0,9.9,257.9,6.5,17.8,0,0 
600,0,15.9,374.8,15.1,26.5,0.3,2 
610,0.6,17.4,468.9,14.9,32.2,3.8,7.3 
620,2.4,16.5,537.6,14.1,34.6,9,12.5 
630,8.9,16.3,604.3,18.6,32.4,13.5,16.7 
640,11.7,15.2,652.2,22.6,34.2,16.1,15.9 
650,15.9,15.6,659.6,24.7,33.1,14.7,16.6 
660,14.3,13.2,675.3,28.6,32.9,15.6,17.7 
670,15.5,16.8,698.6,28.1,34.8,18.2,16.8 
680,16.9,17.1,703.8,27.6,37.7,16.5,17.2 
690,14.4,14.6,668.4,29.2,33.5,16.1,17.7 
700,16.4,17.4,703.1,31.3,35,19,16.7 
710,15,16.6,660.1,26,32.1,14.8,18.6 
720,16,14.3,670.8,29.3,34.9,16.8,14.4 
730,15.4,16.9,670.6,30.6,35,14.8,17 
740,14.6,16.8,624.7,27.5,35.2,14.9,13.8 
750,14.1,17.6,661.1,29.6,35.3,13.9,17.4 
760,14.6,16.4,661.3,30.7,32.8,15.5,15.5 
770,12.5,16.5,652.2,27.9,34.4,14.5,16.7 
780,17.1,16.6,668,33.1,37.4,17.7,16.2 
790,16,21.4,645.1,32.8,34.6,17.2,17.3 
800,19.2,22,638.1,37.9,44.2,19.1,20.3 
810,23.5,25.8,679.1,58.6,35.9,25.1,22.4 
820,26.5,13.4,600.5,80.5,8.4,28.9,28.6 
