time,size_sent,size_rcv 
0,189.18359375,1872.59296875 
10,609.39921875,5471.35078125 
20,1069.93515625,8803.8671875 
30,1322.67734375,10910.69765625 
40,1624.91484375,13400.53828125 
50,1718.63359375,14535.475 
60,1901.6046875,16413.3703125 
70,1955.12421875,16921.26484375 
80,1948.8171875,17698.15625 
90,1957.296875,17578.49296875 
100,1998.9578125,17528.40546875 
110,1927.48359375,16971.9765625 
120,1934.50625,17445.98984375 
130,1961.0296875,17643.15625 
140,1870.07734375,16908.809375 
150,1927.51796875,17395.19765625 
160,1964.89609375,17705.58359375 
170,2173.678125,19684.3078125 
180,1978.8734375,18040.25625 
190,1938.9,17666.4921875 
200,1735.19765625,15190.95859375 
210,1226.7796875,10609.09375 
220,829.24921875,6836.62890625 
230,536.58984375,4238.3421875 
240,322.5828125,2386.45390625 
250,164.0640625,1192.290625 
260,81.071875,555.97578125 
270,22.71796875,162.159375 
280,108.7015625,1211.453125 
290,1039.5609375,10818.05625 
300,1893.6453125,18975.05390625 
310,2314.6125,23320.1015625 
320,2828.01171875,28122.90234375 
330,3407.29609375,32568.39453125 
340,3682.83828125,34559.9765625 
350,3882.80234375,36146.51171875 
360,4334.22578125,40012.86875 
370,4117.0984375,38010.08046875 
380,4111.12578125,37806.53203125 
390,3905.61953125,35801.171875 
400,3877.88515625,35817.82734375 
410,3819.77265625,34960.46640625 
420,3834.7359375,35450.9578125 
430,3824.31953125,34975.9515625 
440,3867.84140625,35874.44375 
450,3806.140625,35633.628125 
460,3935.4765625,36284.6625 
470,4070.284375,37834.75 
480,3748.3140625,34365.7984375 
490,2908.9984375,25523.853125 
500,2211.06171875,18339.8828125 
510,1607.96171875,12899.9921875 
520,911.98046875,6861.28203125 
530,614.45859375,4357.284375 
540,228.0875,1606.03671875 
550,79.68203125,571.99609375 
560,37.52109375,267.58984375 
570,8.6953125,66.42734375 
580,853.9421875,9250.31328125 
590,2741.16796875,28161.82578125 
600,3987.79453125,40168.68125 
610,4834.1703125,47805.728125 
620,5436.91484375,52719.50859375 
630,6075.60859375,56950.87578125 
640,6439.06484375,59962.559375 
