time,load@tsung_controller@ip-172-31-5-155 
0,0.08984375 
10,0.078125 
20,0.0703125 
30,0.05859375 
40,0.05078125 
50,0.0390625 
60,0.03125 
70,0.03125 
80,0.01953125 
90,0.1796875 
100,0.37890625 
110,0.390625 
120,0.640625 
130,0.76953125 
140,0.80859375 
150,0.8984375 
160,0.76171875 
170,0.640625 
180,0.55078125 
190,0.4609375 
200,0.55078125 
210,0.69140625 
220,0.58984375 
230,0.5703125 
240,0.48046875 
250,0.41015625 
260,0.33984375 
270,0.2890625 
280,0.25 
290,0.2109375 
300,0.171875 
310,0.1484375 
320,0.12109375 
330,0.25 
340,0.2109375 
350,0.48828125 
360,0.5703125 
370,0.62890625 
380,0.76171875 
390,0.73046875 
400,0.76953125 
410,0.73046875 
420,0.78125 
430,0.73828125 
440,0.62109375 
450,0.83984375 
460,0.9296875 
470,0.9296875 
480,0.7890625 
490,0.75 
500,0.7109375 
510,0.6015625 
520,0.578125 
530,0.48828125 
540,0.55859375 
550,0.55078125 
560,0.4609375 
570,0.390625 
580,0.328125 
590,0.28125 
600,0.3984375 
610,0.48828125 
620,0.5703125 
630,0.62890625 
640,1.0703125 
650,0.98828125 
660,1.140625 
670,0.96875 
680,1.05078125 
690,0.9609375 
700,0.8203125 
710,0.69140625 
720,0.80859375 
730,0.9296875 
740,0.9296875 
750,0.87109375 
760,0.9609375 
770,0.890625 
780,0.91015625 
790,0.8515625 
800,1.25 
810,1.2109375 
820,1.328125 
830,1.3515625 
840,1.2109375 
850,1.171875 
860,0.98828125 
870,0.83984375 
880,0.7109375 
890,0.6015625 
900,0.58984375 
910,0.66015625 
920,0.7890625 
930,0.96875 
940,0.96875 
950,0.96875 
960,0.96875 
970,1.19921875 
980,1.25 
990,1.51171875 
1000,1.66015625 
1010,1.3984375 
1020,1.33984375 
1030,1.4296875 
1040,1.4296875 
1050,1.6015625 
1060,1.66015625 
1070,1.55078125 
1080,1.7109375 
1090,1.53125 
1100,1.44921875 
1110,1.46875 
1120,1.62109375 
1130,1.51953125 
1140,1.578125 
1150,1.578125 
1160,1.80078125 
1170,1.83984375 
1180,2.171875 
1190,2.078125 
1200,2.21875 
1210,2.421875 
1220,2.671875 
1230,2.55859375 
1240,2.46875 
1250,2.48046875 
1260,2.25 
1270,1.8984375 
1280,1.609375 
1290,1.359375 
1300,1.1484375 
1310,1.359375 
1320,1.30859375 
1330,1.26171875 
1340,1.0703125 
1350,1.2890625 
1360,1.55859375 
1370,1.5390625 
1380,1.76953125 
1390,1.5 
1400,1.33984375 
1410,1.671875 
1420,1.62890625 
1430,2.21875 
1440,2.359375 
1450,2.609375 
1460,2.8984375 
1470,3.1484375 
1480,3.58984375 
1490,3.87890625 
1500,4.19921875 
1510,4.3203125 
1520,4.12109375 
1530,3.80859375 
1540,3.75 
1550,3.71875 
1560,3.609375 
1570,3.6015625 
1580,3.359375 
1590,3.140625 
1600,2.9609375 
1610,2.80859375 
1620,2.609375 
1630,2.51953125 
1640,2.4296875 
1650,2.19921875 
1660,1.859375 
1670,1.578125 
1676,1.328125 
