time,502,200,500,302 
1030,309,444417,11795,169014 
1040,6422,449823,13596,170657 
1050,18916,454938,15657,172477 
1060,36640,460060,17547,174696 
1070,59349,465444,19279,177305 
1080,84104,470810,20941,180277 
1090,108237,476185,22488,183418 
1100,132926,481452,24213,186647 
1110,157019,486872,25851,190103 
1120,182039,492404,27383,193666 
1130,207100,498126,28707,197490 
1140,232326,504060,30032,201425 
1150,255874,510146,31079,205782 
1160,273689,516421,32115,210329 
1170,284324,522782,33067,215343 
1180,288738,529462,33946,220414 
1190,289315,536388,34639,225779 
1200,289335,543622,35261,230763 
1210,289335,550984,35861,235747 
1220,289335,558507,36259,240535 
1230,289335,565883,36568,244904 
1240,289335,573134,36731,248986 
1250,289335,580229,36839,252645 
1260,289335,588284,36869,256678 
1270,289335,598427,36870,262172 
1280,289335,608772,36870,268749 
1290,289335,613768,36870,273268 
1300,289335,615296,36870,275056 
1310,289335,615596,36870,275481 
1320,289335,615646,36870,275547 
1330,289335,615650,36870,275555 
1340,289335,618442,36870,276215 
1350,289335,622556,36907,277175 
1360,289335,626855,37532,278185 
1370,291129,631289,39537,279170 
1380,306349,635981,41747,280429 
1390,336526,640316,44093,282081 
1400,382359,645035,46103,284499 
1410,435582,649924,47745,287578 
1420,489910,654708,49295,290895 
1430,545523,659396,50784,294235 
1440,603456,664233,52332,297515 
1450,664113,669362,53681,301167 
1460,724448,674787,54669,305340 
1470,783867,680061,55612,309596 
1480,840734,685330,56659,314027 
1490,892395,690318,57574,318097 
1500,944903,695553,58602,322548 
1510,997296,700772,59657,326813 
1520,1047847,706100,60724,331206 
1530,1097717,711512,61794,335518 
1540,1139807,716977,62975,340056 
1550,1168839,722650,64029,345048 
1560,1186275,728595,64934,350393 
1570,1195669,734875,65670,355859 
1580,1199071,741246,66569,360854 
1590,1199346,747669,67408,365525 
1600,1199346,754200,68358,369808 
1610,1199346,760885,69148,373807 
1620,1199346,767830,69650,377646 
1630,1199346,775166,69990,381643 
1640,1199346,783365,70124,385884 
1650,1199346,792816,70140,391090 
1660,1199346,804134,70141,397919 
1670,1199346,815008,70141,406012 
1680,1199346,818824,70141,410193 
1690,1199346,819741,70141,411409 
1700,1199346,819865,70141,411595 
1710,1199346,819882,70141,411617 
1712,1199346,819882,70141,411617 
