time,connect,request 
0,0.8046781609195403,59.29617660044158 
10,0.753465909090909,42.89462747380671 
20,0.7544895833333336,38.24107843137253 
30,0.7181584158415842,45.226912951167705 
40,0.7765531914893613,40.633681632653094 
50,0.8233600000000003,40.15985412474843 
60,0.7275287356321841,39.00489159292032 
70,0.8126597938144325,41.03322722283201 
80,0.7662873563218391,40.571237623762286 
90,0.7616947368421048,40.23899003322263 
100,0.7874791666666668,36.96586228160326 
110,0.7168380952380952,46.94902093718837 
120,0.785545454545455,37.915405508072155 
130,0.6941298701298703,36.49964556962026 
140,0.8027669902912616,42.69530279329613 
150,0.7348390804597698,39.30327643979062 
160,0.8871578947368423,37.71305941704039 
170,0.8317391304347822,40.52212293388429 
180,0.837159574468085,42.527559782608726 
190,0.7726831683168317,39.557722866174906 
200,0.6569,27.15772154115585 
210,0,6.988290697674418 
220,0.7218536585365855,73.3185277777778 
230,0.7310049261083734,111.3822697583278 
240,1.0042362637362636,84.63258894362335 
250,0.7089050279329612,81.29537745974942 
260,0.7481947368421054,97.17949082796211 
270,0.7400765550239239,99.23901362948008 
280,0.7184533333333327,130.42637732160298 
290,0.7000852017937216,159.97730384785473 
300,0.6908191489361704,107.73418089233772 
310,0.7177757009345798,117.32567094227922 
320,0.7490270270270272,98.85735724672804 
330,0.6951868131868133,87.74808084644599 
340,0.7323838383838381,84.81818152866255 
350,0.7580779816513755,100.43309417475731 
360,0.7268743961352655,170.7482217741934 
370,0.7136650943396227,126.74508921064852 
380,0.7306303317535547,93.0926379146919 
390,0.735507537688443,103.12489429373231 
400,0.7204581280788179,102.5270956215402 
410,0.7484636363636361,107.08551189296342 
420,0.7535571428571427,80.94480748340385 
430,0,10.781610552763818 
440,0,6.755111111111112 
450,0.7106874999999994,131.5209593301435 
460,0.7550294906166217,760.2507715617701 
470,0.7260052083333335,1259.8617018348668 
480,0.6969150684931507,1051.5617266508852 
490,0.7628972972972977,992.253309643328 
500,0.7222222222222215,1085.051141463409 
510,0.7036563307493544,1013.513708113807 
520,0.7073350253807099,951.0797152953054 
530,0.6690893719806758,934.7876920813941 
540,0.7207193763919824,894.7390597371578 
550,0.7149052631578953,923.257897362109 
560,0.7355636792452824,912.0992158069099 
570,0.6713281249999992,970.1521938775518 
580,0.7247803617571057,938.4455747852467 
590,0.7253268292682935,1022.1872363779934 
600,0.7135605263157888,928.3949691738596 
610,0.7515939086294414,968.813415776082 
620,0.7711984732824422,984.6472765737884 
630,0.7326146572104018,935.77549224329 
640,0.729704787234043,954.9750919424101 
650,0.7224534412955465,1072.478242745535 
660,0,443.9762772502849 
670,0,7.093872979214782 
680,0,7.710130434782608 
