time,session 
0,5308.066272727273 
10,8018.203192307695 
20,10240.353526881721 
30,9841.06129761905 
40,10959.181956521741 
50,10977.069528846156 
60,11195.054054347826 
70,11950.877466666667 
80,11730.695325842695 
90,12816.141340909095 
100,11516.024386138619 
110,11436.33025806452 
120,10909.051834782607 
130,11234.835449438206 
140,11871.620538461535 
150,12246.826008928574 
160,10442.740812500002 
170,10972.858049999995 
180,11398.924926829268 
190,11605.575970297032 
200,11102.907747252755 
210,16164.33 
220,26263.5 
230,7327.705551282049 
240,10374.660573863634 
250,12043.909622754492 
260,11156.926890625002 
270,12363.063040201003 
280,12169.371494736844 
290,12253.537835555542 
300,12046.775683720934 
310,12629.562605000001 
320,12382.946375565614 
330,12012.782572916667 
340,12192.221447513806 
350,11575.696871794866 
360,11658.981810256417 
370,12619.633490291266 
380,12634.585353488383 
390,12743.743904977375 
400,12810.777541237108 
410,11920.639291457284 
420,12048.407269406393 
430,16327.053675925928 
440,23331.848727272725 
450,43249.929 
460,9507.163514285714 
470,16020.421190839697 
480,19264.82325899281 
490,20909.574696172243 
500,21799.334135593213 
510,21271.95333977902 
520,20951.593665816352 
530,20647.47488557216 
540,20438.1352083333 
550,19671.354190123475 
560,20166.255013574686 
570,20382.69633248731 
580,20315.911504950513 
590,20887.395790760893 
600,20931.280637469565 
610,20757.951609452735 
620,20399.449666666682 
630,20542.877689743575 
640,20318.392776623376 
650,20415.679045454555 
660,19519.044951310847 
670,23794.708816793893 
680,33052.48679999999 
